slug,name,symbol,category,tvl,chains
axelar,Axelar,AXL,Bridge,171863361.57793692,Ethereum;Binance;Ripple;Optimism;Arbitrum;Polygon;Fantom;Regen;Kujira;Osmosis;Cosmos;Base;Linea;Avalanche;Persistence;Celestia;Stride;Chihuahua;Secret;Stargaze;Umee;Agoric;Sei;Terra2;Neutron;Juno;Mantle;Carbon;Evmos;Blast;Migaloo;Archway;Dymension;Injective;XPLA;Aurora;Immutable zkEVM;Fraxtal;Moonbeam;Kava;Scroll;Celo;XRPL EVM;Filecoin
aster-usdf,Aster USDF,ASTER,Basis Trading,171141323.69063076,Binance
aerodrome-v1,Aerodrome V1,AERO,Dexs,170360742.10959256,Base
stargate-v2,Stargate V2,STG,Cross Chain Bridge,165937496.24545798,Ethereum;Binance;Mantle;Optimism;Metis;Base;Arbitrum;Scroll;Sonic;Soneium;Linea;Hemi;Avalanche;Unichain;xDai;Swellchain;Abstract;Kava;Manta;Aurora;Sei;LightLink;Polygon;Stable
paradex-bridge,Paradex Bridge,-,Bridge,165867674.05087784,Ethereum
reserve-protocol,Reserve Protocol,RSR,Indexes,165412906.29592448,Ethereum;Base;Arbitrum;Binance
mantle-index-four-fund,Mantle Index Four Fund,MI4,Indexes,165265672.84842733,Mantle
jpool,JPool,-,Liquid Staking,162548205.23146376,Solana
etherfi-borrowing-market,EtherFi Borrowing Market,ETHFI,Lending,158963345.00332186,Scroll
infrared-finance,Infrared Finance,-,Liquid Staking,158662871.07166183,Berachain
ao-bridge,AO Bridge,AO,Canonical Bridge,156900816.84128,Ethereum
dydx-v4,dYdX V4,dYdX,Derivatives,156369149.17020056,dYdX
river-omni-cdp,River Omni-CDP,-,CeDeFi,156163848.2486908,Base;Binance;BSquared;BEVM;Ethereum;BOB;Bitlayer;Hemi;X Layer;Arbitrum;Sonic;Bitcoin
realt-tokens,RealT Tokens,REG,RWA,155890948.04869148,xDai
fraxtal,Fraxtal,FXTL,Chain,155394514.59308892,Ethereum
lagoon,Lagoon,-,Onchain Capital Allocator,154749657.88766804,Ethereum;Avalanche;Base;Arbitrum;Monad;TAC;Linea;Plasma;Optimism;Katana;Mantle;Polygon;Berachain;Sonic;World Chain;Unichain
block-analitica,Block Analitica,-,Risk Curators,153224073.28312856,Base;Ethereum;Arbitrum;Sonic
blofin,BloFin,-,CEX,153164704.45358056,Ethereum;Tron;Bitcoin;Ripple;Solana;Binance;Avalanche;Arbitrum;Polygon;Optimism;Cardano;Aptos;Litecoin;Base;Doge;Sonic;Mantle;TON;Hyperliquid L1;Berachain;Algorand
re7-labs,Re7 Labs,-,Risk Curators,152899079.29675,Ethereum;World Chain;Avalanche;Plasma;Plume Mainnet;Base;Starknet;Binance;Linea;Sonic;TAC;Polygon;Unichain;Berachain;BOB
yearn-curating,Yearn Curating,YFI,Risk Curators,152749048.00896198,Katana;Ethereum;Arbitrum;Base
bitunix,Bitunix,-,CEX,151870479.03722355,Tron;Bitcoin;Ripple;Ethereum
usual,Usual,USUAL,RWA,150440259.74711278,Ethereum
balancer-v2,Balancer V2,BAL,Dexs,148340635.08721232,Ethereum;Polygon;Arbitrum;xDai;Base;Avalanche;Fraxtal;Polygon zkEVM;Mode
telos-consilium,Telos Consilium,-,Risk Curators,147656825.81778762,Plasma;Ethereum
nexus-mutual,Nexus Mutual,NXM,Insurance,146004228.56797925,Ethereum
sophon-bridge,Sophon Bridge,-,Canonical Bridge,146002886.67561305,Ethereum
phantom-sol,Phantom SOL,-,Liquid Staking,144993078.31674728,Solana
blazestake,BlazeStake,BLZE,Liquid Staking,143140509.9338882,Solana
xstocks,xStocks,-,RWA,142304929.26880106,Solana;Arbitrum
suibridge,SuiBridge,-,Canonical Bridge,141354332.63018566,Ethereum
hyperliquid-spot-orderbook,Hyperliquid Spot Orderbook,HYPE,Dexs,140894772.81068552,Hyperliquid L1
crvusd,crvUSD,CRV,CDP,139631216.8165432,Ethereum
etherfi-cash-liquid,EtherFi Cash Liquid,ETHFI,Onchain Capital Allocator,138326390.77948335,Scroll
digift,DigiFT,-,RWA,136093463.4084785,Ethereum;Plume Mainnet;Binance;Arbitrum
extended,Extended,-,Derivatives,133431062.84028916,Starknet;Ethereum
liquity-v2,Liquity V2,LQTY,CDP,132885015.2254566,Ethereum
aura,Aura,AURA,Yield,131804658.3239825,Ethereum;Base;Arbitrum;xDai;Optimism;Polygon;Fraxtal;Polygon zkEVM;Avalanche
tectonic,Tectonic,TONIC,Lending,131745860.1644421,Cronos
euler-dao,Euler DAO,EUL,Risk Curators,131696602.40165421,Ethereum;Arbitrum;Unichain;Base;Swellchain;Linea
hyperithm,Hyperithm,-,Risk Curators,130420617.39236343,Ethereum;Arbitrum;Hyperliquid L1;Plasma
save,Save,SAVE,Lending,130338651.3140212,Solana;Eclipse
pareto-credit,Pareto Credit,-,RWA Lending,129618748.22624479,Ethereum;Polygon;Arbitrum;Optimism
bitlayer-ybtc-family,Bitlayer YBTC Family,-,Anchor BTC,128308434.01078811,Bitcoin;Ethereum
enzyme-finance,Enzyme Finance,MLN,Indexes,128033327.40396573,Ethereum;Polygon;Arbitrum
springsui,SpringSui,-,Liquid Staking,127073321.047655,Sui
sosovalue-indexes,SoSoValue Indexes,SOSO,Indexes,127003997.06832449,Bitcoin;Ethereum;Binance;Doge;Ripple;Solana;Cardano
sonic-gateway,Sonic Gateway,-,Canonical Bridge,126835678.03249826,Ethereum
avalon-cedefi,Avalon CeDeFi,-,Anchor BTC,124703644.8563565,Ethereum
felix-vaults,Felix Vaults,-,Onchain Capital Allocator,123079652.16978657,Hyperliquid L1
crypto.com-liquid-staking,Crypto.com Liquid Staking,-,Liquid Staking,121429921.40576722,Cronos;Solana
theo-network-thbill,Theo Network thBill,-,RWA,118456157.0121949,Ethereum;Arbitrum
chiliz-governance-staking,Chiliz Governance Staking,-,Chain,115827856.93528156,Chiliz
ybtc.b,YBTC.B,-,Anchor BTC,114776413.74225874,Bitlayer
dolomite,Dolomite,DOLO,Lending,112614064.23489521,Arbitrum;Berachain;Ethereum;Botanix;Polygon zkEVM;Mantle;X Layer
opinion,OPINION,-,Prediction Market,112244785.79205056,Binance
blast-bridge,Blast Bridge,-,Canonical Bridge,111074342.74046178,Ethereum
homora-v2,Homora V2,ALPHA,Leveraged Farming,110273717.07445696,Ethereum;Binance;Avalanche;Fantom;Optimism
kinetic,Kinetic,JOULE,Lending,109268881.65753467,Flare
anzen-v2,Anzen V2,ANZ,RWA,109237298.84189026,Base;Ethereum;Manta;Arbitrum;Blast
gearbox,Gearbox,GEAR,Lending,109105579.81128988,Ethereum;Monad;Etherlink;Plasma;Somnia;Arbitrum;Hemi;Optimism;Sonic;Binance;Lisk
edgevana,Edgevana,-,Liquid Staking,108017951.31590639,Solana
sushiswap,SushiSwap,SUSHI,Dexs,106550821.16100977,Ethereum;Arbitrum;Polygon;Base;Boba;Celo;xDai;Binance;Moonriver;Arbitrum Nova;Harmony;Avalanche;Fantom;Scroll;Fuse;Filecoin;Katana;RSK;Europa;OKExChain;Hemi;Linea;Optimism;CORE;Blast;Moonbeam;Palm;Polygon zkEVM;Bittorrent;Kava;ZetaChain;Sonic;Telos;Metis;Boba_Bnb;ThunderCore;HAQQ;Heco
securitize-tokenized-aaa-clo-fund,Securitize Tokenized AAA CLO Fund,-,RWA,106283886.65718208,Ethereum
openeden-tbill,OpenEden TBILL,-,RWA,106110870.9562151,Ripple;Ethereum;Arbitrum;Solana
liqi,Liqi,-,RWA,105243196.025555,XDC
project-0,Project 0,-,Lending,104763257.88398421,Solana
avantis,Avantis,AVNT,Derivatives,104424690.64036015,Base
exponent,Exponent,-,Yield,103037119.62096044,Solana
ourbit,Ourbit,-,CEX,102943061.23030476,Bitcoin;Ethereum;Tron;Binance;Solana;Arbitrum;Avalanche;Optimism
avant-avusd,Avant avUSD,-,Basis Trading,102520693.86354612,Avalanche
sushiswap-v3,SushiSwap V3,SUSHI,Dexs,102433495.76601821,Katana;Hemi;Base;Ethereum;Arbitrum;RSK;Filecoin;Optimism;Polygon;ThunderCore;Europa;xDai;Binance;Scroll;Avalanche;Linea;Arbitrum Nova;Sonic;CORE;Polygon zkEVM;Blast;Metis;ZetaChain;Fantom;Moonriver;Kava;Fuse;Bittorrent;Moonbeam
kodiak-islands,Kodiak Islands,-,Liquidity manager,101735624.63210952,Berachain
marginfi-lending,marginfi Lending,-,Lending,100861477.2038045,Solana
puffer-stake,Puffer Stake,PUFFER,Liquid Restaking,100708509.7991406,Ethereum
echelon-market,Echelon Market,-,Lending,100568974.16889599,Aptos;Echelon Chain
swell-l2-farm,Swell L2 Farm,SWELL,Farm,100356425.73823239,Ethereum
capyfi,Capyfi,-,Lending,100240688.74792686,Ethereum;LaChain Network;World Chain
railgun,Railgun,RAIL,Privacy,100064769.68774216,Ethereum;Arbitrum;Binance;Polygon
lofty,Lofty,-,RWA,99157084.13189377,Algorand
makina,Makina,-,Onchain Capital Allocator,98812291.38175292,Ethereum
gain,Gain,-,Onchain Capital Allocator,98754079.20877752,Ethereum
lulo,Lulo,-,Yield Aggregator,96892195.2826945,Solana
pionex,Pionex,-,CEX,96056641.53713724,Bitcoin;Binance;Ethereum;Tron;Arbitrum;Solana;Optimism;Avalanche
balancer-v3,Balancer V3,BAL,Dexs,95959000.75077203,Ethereum;Base;Arbitrum;Plasma;xDai;Optimism;Hyperliquid L1;Avalanche
alphalend,AlphaLend,BLUE,Lending,95476706.03770667,Sui
sdai,sDAI,sDAI,Yield,95129005.28698342,xDai
curve-llamalend,Curve LlamaLend,CRV,Lending,92901700.85838205,Ethereum;Arbitrum;Fraxtal;Optimism
multichain,Multichain,MULTI,Bridge,92697516.74639747,Binance;Ethereum;Fantom;Polygon;Arbitrum;Klaytn;Avalanche;Optimism;Cronos;Harmony;Kucoin;Polygon zkEVM;Dogechain;Kardia;Arbitrum Nova;OKExChain;Velas;Moonbeam;DFK;IoTeX;Bittorrent;Fusion;Celo;Fuse;Moonriver;Shiden;EthereumClassic;Metis;Kava;xDai;Milkomeda;Telos;Aurora;Heco;CLV;RSK;Hoo;TomoChain;ThunderCore;Boba;Astar;Conflux;Cube;Milkomeda A1;Ronin;Evmos;smartBCH;EthereumPoW;Oasis;REI;GodwokenV1;Bitgert;Syscoin;OntologyEVM
tulipa-capital,Tulipa Capital,-,Risk Curators,92616165.0318846,Avalanche;Ethereum;Monad;Berachain;TAC;BOB;Binance
pulsex-v2,PulseX V2,PLSX,Dexs,92110907.54540412,Pulse
bitfi-btc,BitFi BTC,-,Anchor BTC,91534501.41996756,AILayer
ailayer-farm,AILayer farm,-,Farm,91310532.9971855,Bitcoin;zkLink
rhea-lend,Rhea Lend,RHEA,Lending,91023701.60258144,Near
kaio,KAIO,-,RWA,90400553.12966254,Sui;Sei;Immutable zkEVM;Near;Aptos;Hedera;Avalanche;Solana;Mantra;Polygon;XDC;Cardano;Injective;Ethereum
yala,Yala,YALA,CDP,89916602.0984813,Bitcoin;Ethereum
lazy-summer-protocol,Lazy Summer Protocol,SUMR,Yield Aggregator,89618103.38998042,Ethereum;Base;Arbitrum;Sonic
hydration-dex,Hydration DEX,HDX,Dexs,89403728.32647449,HydraDX
superform,Superform,UP,Yield Aggregator,88845817.88802762,Ethereum;Base;Arbitrum;Optimism;Polygon;Binance;Blast;Avalanche;Linea;Fantom
sky-rwa,Sky RWA,SKY,RWA,88544695.38163944,Ethereum
thorchain-dex,Thorchain DEX,RUNE,Dexs,88261509.76501241,Thorchain;Bitcoin;Ethereum;Bitcoincash;Doge;Avalanche;Litecoin;Ripple;Binance;Tron;Cosmos;Base
scroll-bridge,Scroll Bridge,-,Canonical Bridge,87852543.01711164,Ethereum
sthype,stHYPE,-,Liquid Staking,87811751.90499166,Hyperliquid L1
stake.link-liquid,stake.link liquid,SDL,Liquid Staking,87805364.87213084,Ethereum
autofinance,AUTOfinance,TOKE,Yield,87588087.98605958,Ethereum;Base;Arbitrum;Plasma;Sonic
aera-v3,Aera V3,-,Onchain Capital Allocator,87534359.30618437,Base;Ethereum
doppler-finance,Doppler Finance,-,CeDeFi,86559986.99409328,Ripple;Ethereum
silo-v2,Silo V2,SILO,Lending,86417558.05093768,Avalanche;Arbitrum;Ethereum;Sonic
bifrost-liquid-staking,Bifrost Liquid Staking,BNC,Liquid Staking,86247164.9274622,Bifrost;Ethereum;Astar;Manta;Filecoin
blackhole-clmm,Blackhole CLMM,BLACK,Dexs,86191597.65486267,Avalanche
arrakis-modular,Arrakis Modular,-,Liquidity manager,85211309.6002808,Ethereum;Base;Arbitrum;Binance
loopscale,Loopscale,-,Lending,85144695.07832402,Solana
moonwell-lending,Moonwell Lending,WELL,Lending,85030384.73496863,Base;Optimism;Moonbeam
tonstakers-lsd,Tonstakers LSD,-,Liquid Staking,84794058.46998863,TON
hyperbeat-earn,Hyperbeat Earn,-,Yield Aggregator,84725299.37677322,Hyperliquid L1
pleasing-gold,Pleasing Gold,PGOLD,RWA,84591984.81740712,Arbitrum
apollo-diversified-credit-securitize-fund,Apollo Diversified Credit Securitize Fund,-,RWA,83702273.97085103,Ethereum;Aptos;Ink;Avalanche;Polygon;Sei;Solana
openeden-usdo,OpenEden USDO,-,RWA,83382979.33995464,Ripple;Ethereum;Polygon;Binance;Base;Arbitrum
origin-ether,Origin Ether,-,Liquid Staking,83012593.67452133,Ethereum;Base;Plume Mainnet
seamless-v2,Seamless V2,SEAM,Lending,82452027.24385244,Ethereum;Base
lorenzo-susd1+,Lorenzo sUSD1+,-,Yield,82424358.25071421,Binance;Ethereum
blend-pools-v2,Blend Pools V2,-,Lending,81826236.31912945,Stellar
vaneck-treasury-fund,VanEck Treasury Fund,-,RWA,80804438.31,Ethereum;Solana;Binance;Avalanche
reservoir-protocol,Reservoir Protocol,-,CDP,80568319.95385437,Ethereum;Base;Plasma;Berachain;Arbitrum;World Chain;Optimism
apx-bridge,APX Bridge,ASTER,Bridge,80359812.94280665,Binance;Ethereum;Arbitrum;Manta;Base;Op_Bnb;zkSync Era
sanctum-reserve,Sanctum Reserve,CLOUD,Yield,80259407.3226254,Solana
moneyonchain,MoneyOnChain,MOC,Dual-Token Stablecoin,79816528.64651738,RSK
opengdp-shared-security,OpenGDP Shared Security,-,Restaking,79482928.60599408,Ethereum;Arbitrum;K2;Binance;Mantle;Blast;Fraxtal
mezo-network,Mezo Network,-,Bridge,78172488.2634587,Ethereum
kodiak-v3,Kodiak V3,-,Dexs,77910184.75979637,Berachain
frax-usd,Frax USD,FRAX,RWA,77863905.04376334,Ethereum
pumpbtc,PumpBTC,-,Bridge,77845576.91548114,Bitcoin;Mantle;Ethereum;Binance;Arbitrum;Base;BOB;Sei
toobit,Toobit,-,CEX,77438382.60833514,Bitcoin;Ethereum;Binance
kpk,kpk,KPK,Risk Curators,77315515.4384294,Ethereum;Arbitrum
haedal-protocol,Haedal Protocol,HAEDAL,Liquid Staking,77192911.01748204,Sui
team-finance,Team Finance,SWAP,Token Locker,76529157.60579193,Ethereum;Binance;Base;Avalanche;Pulse;Polygon;Arbitrum;Blast;Cronos;Fantom;Odyssey;Flare;Kava;Klaytn;Mantle;LUKSO;Berachain
meteora-vaults,Meteora vaults,MET,Yield Aggregator,76507467.99916627,Solana
zest,Zest,-,Lending,75013654.58224557,Stacks
helius-staked-sol,Helius Staked SOL,-,Liquid Staking,73095448.76612416,Solana
origami-finance,Origami Finance,-,Leveraged Farming,73045382.09744644,Ethereum;Berachain;Arbitrum
derive-v2,Derive V2,DRV,Derivatives,72185221.62014745,Ethereum;Optimism;Arbitrum;Base;Blast;Mode
inverse-finance-firm,Inverse Finance FiRM,INV,CDP,71339284.38498558,Ethereum
okx-xbtc,OKX xBTC,-,Bridge,70358197.72331093,Bitcoin
onre,OnRe,-,RWA,69402946.69358243,Solana
pulsechain,Pulsechain,PLS,Chain,69020072.97790655,Ethereum
pulsechain-bridge,PulseChain Bridge,-,Canonical Bridge,68762041.664461,Ethereum
equilibria,Equilibria,EQB,Yield,67296377.14953853,Ethereum;Plasma;Arbitrum;Binance;Hyperliquid L1;Base;Sonic;Mantle;Berachain;Optimism
concentrator,Concentrator,CTR,Yield,67106359.59156201,Ethereum
matrixdock-xaum,MatrixDock XAUM,-,RWA,66985272.26838818,Ethereum;Binance;Sui;Plume Mainnet
tzbtc,tzBTC,-,Bridge,65916084.874644876,Bitcoin
pancakeswap-infinity,PancakeSwap Infinity,CAKE,Dexs,65745049.460197516,Binance;Base
lisk-bridge,Lisk Bridge,LISK,Canonical Bridge,65419290.359640494,Ethereum
coin8,Coin8,-,CEX,65393092.76944597,Bitcoin;Ethereum;Binance;Tron;Polygon;Arbitrum;Solana;Avalanche;Ripple
takara-lend,Takara Lend,-,Lending,64206401.351116,Sei
flipster,Flipster,-,CEX,64145842.442160584,Ethereum;Bitcoin;Binance;Tron;Aptos;Arbitrum;Optimism;TON;Stable;Klaytn;Solana;Ripple;Polygon;Sui;Cosmos;Algorand;Avalanche;Sonic;Near;Celo;Base;Blast
yo-protocol,YO Protocol,-,Yield Aggregator,64143440.62312777,Base;Ethereum
reti-pooling,Reti Pooling,-,Staking Pool,64130366.51534646,Algorand
grvt-bridge,Grvt Bridge,-,Bridge,63899493.806135796,Ethereum
multipli.fi,Multipli.fi,-,Yield,63148365.02358535,Ethereum;Binance;Avalanche
summer.fi-pro,Summer.fi Pro,-,CDP Manager,62588808.77247444,Ethereum;Arbitrum;Base;Optimism
swell-liquid-staking,Swell Liquid Staking,SWELL,Liquid Staking,62517998.395442605,Ethereum
penpie,Penpie,PNP,Yield,62199063.29421073,Ethereum;Arbitrum;Plasma;Binance;Hyperliquid L1;Base;Sonic;Optimism;Berachain
b.protocol-curator,B.Protocol Curator,-,Risk Curators,62099378.17628916,Base;Ethereum
gate-us,Gate US,GT,CEX,61881025.919560105,Ethereum;Solana;Bitcoin;Ripple;Doge;Tron;Sui;Litecoin;Binance;Cardano;Near;Injective;Aptos;Optimism;Algorand;Stellar;Stacks;Celo;CORE;Plasma;Arbitrum;Cronos;Linea;Base;Sei;ZetaChain;Metis;Bitlayer;ApeChain;Manta;Scroll;Hyperliquid L1;Starknet;Klaytn;Mantle
moonwell-vaults,Moonwell Vaults,WELL,Onchain Capital Allocator,61737055.0382756,Base;Optimism
zerobase-cedefi,ZEROBASE CeDeFi,ZBT,Basis Trading,61533450.95378898,Binance;Ethereum;Arbitrum;Optimism;Polygon;Base;Avalanche
frax,Frax,FRAX,Algo-Stables,61519122.291519135,Ethereum
ring-few,Ring Few,-,Dexs,61337277.82960198,Ethereum;Binance;Blast;Hyperliquid L1;Base;Arbitrum
kraken,Kraken,-,CEX,61136822.7266545,Ethereum;Starknet;Bitcoin
ekubo,Ekubo,EKUBO,Dexs,61056276.817743436,Starknet;Ethereum
nodedao,NodeDAO,-,Liquid Staking,60739258.25503335,Ethereum
stusdt,stUSDT,STUSDT,RWA,60553680.27482471,Tron;Ethereum
merchant-moe-liquidity-book,Merchant Moe Liquidity Book,MOE,Dexs,60280447.70401792,Mantle
sparkdex-v3.1,SparkDEX V3.1,SPRK,Dexs,59277185.038848005,Flare
ember-protocol,Ember Protocol,-,Risk Curators,58974332.875893265,Sui
fx-protocol,fx Protocol,FXN,Dual-Token Stablecoin,58891728.08189387,Ethereum
hydration-lending,Hydration Lending,HDX,Lending,58702393.40236051,HydraDX
metis-bridge,Metis Bridge,METIS,Canonical Bridge,58602406.57455702,Ethereum
bwatch,Bwatch,BOX,Indexes,58324019.0,Mixin
synthetix-v3,Synthetix V3,SNX,Derivatives,58221547.497981854,Ethereum;Base;Arbitrum
swell-liquid-restaking,Swell Liquid Restaking,SWELL,Liquid Restaking,57968035.276810214,Ethereum
meta-pool-near,Meta Pool Near,MPDAO,Liquid Staking,57518262.60560556,Near;Aurora
arrakis-v1,Arrakis V1,-,Liquidity manager,57384184.202048376,Ethereum;Optimism;Polygon
hyperion,Hyperion,-,Dexs,57058441.926928,Aptos
vaulta-rex,Vaulta REX,EOS,Lending,56912982.71116581,EOS
sunswap-v1,SUNSwap V1,SUN,Dexs,56503942.601956,Tron
dfdv-staked-sol,DFDV Staked SOL,-,Liquid Staking,56459490.98067211,Solana
ostium,Ostium,-,Derivatives,56142233.89112941,Arbitrum
resupply,Resupply,RSUP,Lending,56011108.49993912,Ethereum
veno-finance,Veno Finance,VNO,Liquid Staking,55214761.09590709,Cronos;Ethereum;Cronos zkEVM;zkSync Era
hemi-staking,Hemi Staking,-,Farm,55094490.44227748,Hemi
hylo-protocol,Hylo Protocol,-,Dual-Token Stablecoin,55080025.90541722,Solana
abstract,Abstract,-,Chain,54994572.526297815,Ethereum
anvil,Anvil,ANVL,Collateral Management,54239042.9075936,Ethereum
satlayer,SatLayer,SLAY,Anchor BTC,54191432.16938058,Base;Sui;Babylon Genesis;Ethereum;Binance;Berachain;Bitlayer;TAC;BOB
vfat.io,vfat.io,-,Yield Aggregator,53621816.72960432,Base;Avalanche;Arbitrum;Ethereum;Binance;Optimism;Ink;Linea;Katana;Sonic;Polygon;Unichain;Hemi;Fraxtal;Lisk;Mode;Mantle;Fantom
trustake,TruStake,-,Liquid Staking,53401286.17516841,Aptos;Near;Ethereum;Injective;Solana
xrpl-dex,XRPL DEX,-,Dexs,53377456.63295836,Ripple
aera-v2,Aera V2,-,Onchain Capital Allocator,52786863.86349927,Ethereum;Arbitrum;Polygon;Base
ethereal-dex,Ethereal DEX,USDe,Derivatives,52232386.54976638,Ethereal
bigone,BigONE,-,CEX,51719647.00975651,Bitcoin;Ethereum;Tron;Solana
idex-v1,IDEX V1,IDEX,Dexs,51689844.425474815,Ethereum
origyn,ORIGYN,OGY,RWA,51275662.68607389,ICP
minswap,Minswap,MIN,Dexs,50874616.20570841,Cardano
hypurrfi-pooled,HypurrFi Pooled,-,Lending,50476488.660813324,Hyperliquid L1
clearpool-tpool,Clearpool TPOOL,CPOOL,RWA,50256317.053279765,Flare;Ethereum
neopin-staking,NEOPIN Staking,NPT,Staking Pool,50171835.589826755,Klaytn;Tron
vesu,Vesu,-,Lending,50084331.9183409,Starknet
yeilend,YeiLend,CLO,Lending,50059807.25050441,Sei
firelight,Firelight,-,Liquid Staking,49862930.019981995,Flare
turtle-club,Turtle Club,-,Onchain Capital Allocator,49775693.08905448,Avalanche;Ethereum;Linea
cbridge,cBridge,CELR,Bridge,49710267.914253056,Ethereum;Arbitrum;Binance;Optimism;Polygon;Linea;zkSync Era;Shiden;Avalanche;Aurora;Scroll;Boba;Metis;Polygon zkEVM;Fantom;OKExChain;xDai;Celo;Heco;Milkomeda;CLV;Conflux;Harmony;Oasis;REI;Moonriver;Astar;Moonbeam;Syscoin
near-intents,NEAR Intents,-,Cross Chain Bridge,49059382.34730712,Near;Ethereum;Bitcoin;Binance;Solana;Tron;Doge;Ripple;Litecoin;Arbitrum;Polygon;Base;xDai;Optimism;Aptos;Avalanche;TON;Sui;Berachain;Monad
amnis-finance,Amnis Finance,AMI,Liquid Staking,48966329.03962506,Aptos
zksync-lite-bridge,zkSync Lite Bridge,-,Canonical Bridge,48438019.33306222,Ethereum
linear-protocol,LiNEAR Protocol,LNR,Liquid Staking,48290718.259184524,Near
dswap,Dswap,-,Dexs,47893407.400072016,ENI
glif,GLIF,GLF,Liquid Staking,47354442.073628485,Filecoin;Base
sx-rollup-bridge,SX Rollup Bridge,-,Canonical Bridge,47205891.756735735,Ethereum
liqwid,Liqwid,LQ,Lending,47162013.96849613,Cardano
sygnum-fiusd-liquidity-fund,Sygnum FIUSD Liquidity Fund,-,RWA,46848977.306,zkSync Era
kinetiq-earn,Kinetiq Earn,-,Yield Aggregator,46608096.79139917,Hyperliquid L1
cetus-clmm,Cetus CLMM,CETUS,Dexs,46596390.166734315,Sui;Aptos
idle,Idle,IDLE,Yield Aggregator,46579988.845711015,Optimism;Ethereum;Polygon;Polygon zkEVM;Arbitrum
nucleus,Nucleus,-,Yield Aggregator,45835346.82742024,Plume Mainnet;Ethereum;Swellchain;Arbitrum
dinari,Dinari,-,RWA,45423252.94634685,Arbitrum;Ethereum;Kinto;Base;Plume Mainnet;Blast
seamless-vaults,Seamless Vaults,SEAM,Onchain Capital Allocator,45281793.50796248,Base
bitget-bgbtc,Bitget bgBTC,-,Bridge,44947269.229212105,Bitcoin
clearstar,Clearstar,-,Risk Curators,44881008.31700519,Ethereum;Base;Arbitrum;Hemi;Katana;Unichain;Polygon
vesper,Vesper,VSP,Yield Aggregator,44833039.3931591,Ethereum;Base;Optimism;Polygon;Avalanche
apex-omni,Apex Omni,-,Derivatives,44784132.7320845,Ethereum;Mantle;Arbitrum;Binance;Base
poly-network,Poly Network,-,Bridge,44728247.74000001,Ethereum;Binance;NEO;Heco;Neo3;Boba;Fantom;Kava;Metis;Arbitrum;Polygon;xDai;Avalanche;Optimism;Celo;Astar;Starcoin;Hoo;CLV;Ontology;Carbon;OKExChain;Zilliqa;Oasis;Bytomsidechain;Harmony;Kucoin;Conflux;Aptos;Bitgert;Dexit
orangex,OrangeX,-,CEX,44621945.43103694,Bitcoin;Ethereum
nest-credit,Nest Credit,-,RWA,44555511.13750989,Plume Mainnet;Ethereum;Plasma;Binance
across,Across,ACX,Cross Chain Bridge,44459863.28666517,Ethereum
manta-cedefi,Manta CeDeFi,-,Basis Trading,43540388.632148325,Manta
neutral-trade,Neutral Trade,-,Onchain Capital Allocator,43420445.23042038,Solana
bluefin-spot,Bluefin Spot,BLUE,Dexs,43266723.50731426,Sui
beraborrow,Beraborrow,POLLEN,CDP,43198854.93245814,Berachain
alchemix,Alchemix,ALCX,Synthetics,42956021.73379398,Ethereum;Optimism;Arbitrum;Fantom
aegis,Aegis,-,Basis Trading,42711703.58674771,Ethereum;Binance
pharaoh-v3,Pharaoh V3,PHAR,Dexs,42554946.45533479,Avalanche
3jane-lending,3jane Lending,-,Lending,42433435.454437986,Ethereum
flux-finance,Flux Finance,-,Lending,42400229.33205782,Ethereum
realms,Realms,EPCT,Governance Incentives,42255282.694074295,Solana
tangible-rwa,Tangible RWA,TNGBL,RWA,42156419.04916162,Polygon;Arbitrum;Optimism;re.al;Base;Ethereum
pacifica,Pacifica,-,Derivatives,42139090.64944966,Solana
extra-finance-leverage-farming,Extra Finance Leverage Farming,EXTRA,Leveraged Farming,41962116.81878809,Base;Optimism;Berachain
giza,Giza,-,AI Agents,41427736.65405701,Base;Arbitrum;Plasma;Hyperliquid L1
dydx-v3,dYdX V3,DYDX,Derivatives,41380874.96331107,Ethereum
brickken,Brickken,BKN,RWA,41098653.58076681,Binance;Ethereum;Base;Avalanche;Polygon
alpaca-leveraged-yield-farming,Alpaca Leveraged Yield Farming,ALPACA,Leveraged Farming,40954799.863088846,Binance;Fantom
felix-cdp,Felix CDP,-,CDP,40738297.23517516,Hyperliquid L1
chain-fusion,Chain Fusion,-,Decentralized BTC,40527096.119902104,Bitcoin;Ethereum
goplus-locker-v3,GoPlus Locker V3,GPS,Token Locker,40363798.37997632,Binance;Base;Ethereum;Arbitrum
biconomy.com,Biconomy.com,-,CEX,40357853.78797542,Ethereum;Polygon;Tron;Bitcoin
spectra-v2,Spectra V2,SPECTRA,Yield,40328205.20101048,Hemi;Ethereum;Katana;Binance;Hyperliquid L1;Flare;Base;Sonic;Avalanche;Monad;Arbitrum;Optimism
yuzu-money,Yuzu Money,-,Yield,40200403.86063352,Plasma
