slug,name,symbol_llama,category_llama,tvl,chains_llama
archly-v2,Archly V2,ARC,Dexs,2705.8477114107936,Telos;Arbitrum;Base;Optimism;Kava;Arbitrum Nova;Zora;Binance;Avalanche;Cronos;Fantom;Polygon;Neon;zkSync Era;Fraxtal;Sonic;Ethereum;Mode;Metis;Filecoin;Blast;Mantle
archon-bridge,Archon Bridge,-,Bridge,10106.627979817817,Avalanche;Ethereum;Horizen EON
arctic,Arctic,ARC,Dexs,1653.696468768192,Aurora
arcx,ARCx,ARCx,Insurance,0.0,Ethereum
arena-dex,Arena DEX,ARENA,Dexs,3255717.816355696,Avalanche
arena-launch,Arena Launch,ARENA,Launchpad,50982.10050952802,Avalanche
arena-of-faith,Arena of Faith,ACP,Farm,175.24234217165417,Metis
arena-socialfi,Arena SocialFi,ARENA,SoFi,342278.2194496627,Avalanche
arenaswap,ArenaSwap,ARENA,Dexs,2412.1062747856513,Binance
argano,Argano,AGO,Synthetics,4240.445579607366,Polygon
argo,Argo,-,CDP,40094.27325832915,Aptos
argo-finance,Argo Finance,ARGO,Liquid Staking,389854.21249234304,Cronos
aria-protocol,Aria Protocol,-,RWA,4740718.662928757,Story
aries-markets,Aries Markets,-,Lending,22365015.31709318,Aptos
arkadiko,Arkadiko,DIKO,CDP,1598019.1013888065,Stacks
arkham,Arkham,ARKM,Services,0.0,
arkham-exchange,Arkham Exchange,ARKM,CEX,33739864.90620952,Ethereum;Bitcoin;Solana;Doge;Avalanche;TON
arkis,Arkis,-,Leveraged Farming,464835.78952576045,Ethereum;Hyperliquid L1
armada,Armada,-,Liquidity manager,581980.8778012719,Solana
armada-staking,Armada Staking,-,Farm,0.0,Solana
armor,Armor,ARMOR,Insurance,0.0,Ethereum
arpa-staking,ARPA Staking,ARPA,Staking Pool,0.0,Ethereum
arrakis-modular,Arrakis Modular,-,Liquidity manager,85211309.6002808,Ethereum;Base;Arbitrum;Binance
arrakis-v1,Arrakis V1,-,Liquidity manager,57384184.202048376,Ethereum;Optimism;Polygon
arrakis-v2,Arrakis V2,-,Liquidity manager,305123.13478068914,Ethereum;Polygon;Optimism;Arbitrum
array,Array,Array,Farm,0.0,Arbitrum
arrland,Arrland,RUM,Gaming,0.0,Polygon
arrow,Arrow,-,Yield,67511.13370102312,Solana
arrow-markets,Arrow Markets,ARROW,Options,0.0,Avalanche
artcpaclub,ArtCPAClub,CPA-97530,NFT Marketplace,1674.993326209344,Elrond
artdefinance,ArtdeFinance,ADF,Yield,0.0,Polygon
artemis-finance,Artemis Finance,-,Liquid Staking,3178168.663575888,Goat;Metis
artemis-protocol,Artemis Protocol,MIS,Yield,326.16654801372397,Harmony
artexswap,ArtexSwap,-,Dexs,0.0,Artela
arthswap-v2,ArthSwap V2,ARSW,Dexs,792008.6035599245,Astar
arthswap-v3,ArthSwap V3,ARSW,Dexs,185302.01306079887,Astar;Astar zkEVM
artura-finance,Artura Finance,-,Derivatives,0.0,Botanix
asa.gold,ASA.Gold,-,RWA,30168.38966893865,Algorand
ascent-exchange-v1,Ascent Exchange V1,-,Dexs,0.0,Horizen EON
ascent-exchange-v3,Ascent Exchange V3,-,Dexs,0.0,Horizen EON
ascent-yield,Ascent Yield,-,Yield,1288384.905241259,Arbitrum
asgard-dao,Asgard Dao,ASGARD,Reserve Currency,666.082405795663,Binance
asgard-finance,Asgard Finance,ASG,Yield,0.0,Ethereum
ashperp,AshPerp,-,Derivatives,105531.56756115844,Elrond
ashswap,Ashswap,ASH,Dexs,1396633.7460212663,Elrond
aso-finance,Aso Finance,ASO,Lending,47477.61277624504,Blast
asol,aSOL,-,Liquid Staking,36247.759760002285,Solana
aspida,Aspida,-,Liquid Restaking,2765189.296399782,Ethereum
asset-chain-swap,Asset Chain Swap,-,Dexs,227612.05241853851,Asset Chain
asseto-aoabt,Asseto AoABT,-,RWA,19178084.45503684,Avalanche;HashKey Chain
astake,Astake,-,Liquid Staking,2143422.441952337,Astar
astar-dapps-staking,Astar dApps Staking,ASTR,Chain,25037952.39856211,Astar
astar-exchange-v2,Astar Exchange V2,ASX,Dexs,6697.689331865372,Astar
astar-exchange-v3,Astar Exchange V3,-,Dexs,182.32155451973907,Astar
astarfarm,AstarFarm,-,Gaming,0.0,Astar
astaria-v1,Astaria V1,-,NFT Lending,3785.540641557349,Ethereum
astaria-v2,Astaria V2,-,Lending,51066.05518043306,Base;Ethereum
astarnova,Astarnova,NOVA,Dexs,19.514379,Astar
astarter-amm,Astarter AMM,AA,Dexs,57155.69749149634,Cardano
astarter-launch-ispo,Astarter Launch ISPO,AA,Staking Pool,437494.8609146416,Cardano
aster-asbnb,Aster asBNB,ASTER,Yield,273105064.6375157,Binance
aster-asbtc,Aster asBTC,ASTER,CeDeFi,103998.21329638032,Binance
aster-bridge,Aster Bridge,-,Bridge,714617229.6105334,Binance;Ethereum;Arbitrum;Solana;Scroll
aster-perps,Aster Perps,ASTER,Derivatives,,
aster-spot,Aster Spot,ASTER,Dexs,,
aster-usdf,Aster USDF,ASTER,Basis Trading,171141323.69063076,Binance
asteria-finance,Asteria Finance,-,Dexs,220.81860601298655,Scroll
asteroneo,Asteroneo,-,Dexs,1860.0883465112777,Neo X Mainnet
astra,Astra,AST,Dexs,0.0,AirDAO
astra-dao,Astra DAO,ASTRADAO,Indexes,131.34265965441014,Ethereum;Arbitrum
astral-farm,Astral Farm,ASTRAL,Farm,297.8818503067684,Fantom
astral-financial,Astral Financial,ASTRAL,Yield,0.0,Fantom
astriddao,AstridDAO,ATID,CDP,252384.20057066777,Astar
astrofi,AstroFi,AFI,Dexs,15.179904279776324,Ethereum
astrol,Astrol,-,Lending,530780.9035549702,Eclipse
astrolescent,Astrolescent,ASTRL,Dexs,210.79512182613473,Radix
astroport,Astroport,ASTRO,Dexs,15279148.5023959,Neutron;Terra2;Injective;Osmosis;Sei
astroport-classic,Astroport Classic,ASTROC,Dexs,0.0,Terra
astros,Astros,NAVX,DEX Aggregator,,
astroswap,AstroSwap,ASTRO,Dexs,56676.82549658423,Velas
astroswap-amm,AstroSwap AMM,-,Dexs,79796.82927569565,Starknet
astrovault,Astrovault,AXV,Dexs,317385.74582208466,Archway;Nibiru;Neutron
astrowar-finance,Astrowar Finance,AWAR,Services,6.202439308310163,Harmony
asymetrix-protocol,Asymetrix Protocol,ASX,Yield,10525.998465417828,Ethereum
asymmetry-finance,Asymmetry Finance,ASF,Indexes,3153362.9229703955,Ethereum
asymmetry-usdaf,Asymmetry USDaf,ASF,CDP,2604178.2024034704,Ethereum
athena-finance,Athena Finance,ATH,Yield,3007.2226761941715,Metis
athena-money,Athena Money,OWL,Algo-Stables,0.0,Moonriver
athos-finance,Athos Finance,ATH,Derivatives,0.0,Moonbeam
atlantis,Atlantis,AQUA,Dexs,47129.00245984795,Sonic
atlantis-loans,Atlantis Loans,ATL,Lending,2902.3083267515694,Avalanche;Dogechain;Binance;Polygon
atlas-aggregator,Atlas Aggregator,ATA,Yield Aggregator,0.0,Arbitrum
atlas-exchange,Atlas Exchange,-,Dexs,70.69880543839807,Hemi
atlas-usv,Atlas USV,USV,Reserve Currency,0.0,Polygon
atlendis-v1,Atlendis V1,-,Uncollateralized Lending,19013.18706954874,Polygon
atlendis-v2,Atlendis V2,,RWA Lending,1013.1588431923004,Polygon;Mode
atmossoft,AtmosSoft,ATMSSFT,Gaming,0.0,Fantom;Binance
atodex,AtoDEX,ADX,Dexs,88.30632682726,Aptos
atoll,Atoll,ATOLL,Yield,0.0,Sonic
atomic-green,Atomic Green,-,Derivatives,67888.78198554378,Arbitrum
atomichub,AtomicHub,-,Dexs,77979.4645025925,Wax;EOS
atrium,Atrium,-,Farm,1000897.178340345,Cardano
atrix,Atrix,-,Dexs,1181807.1779073935,Solana
atrofarm,Atrofarm,Atrofa,Farm,7889.972897741034,Pulse
auctus,Auctus,AUC,Options,35869.58867492165,Ethereum
augmented-finance,Augmented Finance,AGF,Lending,326.65169644014406,Avalanche;Ethereum;Binance;xDai
augur,Augur,REP,Prediction Market,2466775.6464931057,Ethereum
augury-finance,Augury Finance,OMEN,Yield,305766.64240948006,Polygon
aura,Aura,AURA,Yield,131804658.3239825,Ethereum;Base;Arbitrum;xDai;Optimism;Polygon;Fraxtal;Polygon zkEVM;Avalanche
auragi-finance,Auragi Finance,AGI,Dexs,7529.635744190889,Arbitrum
auraswap,AuraSwap,AURA,Dexs,1028.471507714282,Polygon
aurelius,Aurelius,-,CDP,46033.53537815454,Mantle
aurigami,Aurigami,PLY,Lending,470413.78683282697,Aurora
auro-finance,Auro Finance,AURO,CDP,334813.0995344669,Aptos
aurora-plus,Aurora Plus,AURORA,Farm,3183054.318531234,Aurora
auroraswap,AuroraSwap,BRL,Dexs,91376.77828388262,Aurora
aurum,Aurum,AUR,Lending,0.0002032000911987,Sonic
aurus,Aurus,AX,RWA,0.0,Ethereum
auto-core,Auto Core,ACORE,Yield Aggregator,1003.2536355886618,CORE
autobark,AutoBark,-,Yield Aggregator,190.2202631249501,Dogechain
autoearn-finance,Autoearn Finance,ATE,Yield Aggregator,52490.0874979817,Base;zkSync Era;Arbitrum
autofarm,Autofarm,AUTO,Yield Aggregator,7500722.771921815,Binance;Cronos;Polygon;Moonriver;Avalanche;OKExChain;Celo;xDai;Velas;Oasis;Fantom;Boba;Kucoin;Aurora;Harmony;Wanchain;Moonbeam;Evmos;Fuse;Heco
autofinance,AUTOfinance,TOKE,Yield,87588087.98605958,Ethereum;Base;Arbitrum;Plasma;Sonic
autopilot,Autopilot,-,Yield Aggregator,14044351.292311937,Base
autoshark,AutoShark,JAWS,Dexs,178015.77548812784,Binance
autotronic,Autotronic,-,Dexs,779.1218412447553,Base
aux-exchange,AUX Exchange,-,Dexs,15277.681243665797,Aptos
avalanche,Avalanche,AVAX,Canonical Bridge,0.0,
avalanche-core-bridge,Avalanche Core Bridge,AVAX,Canonical Bridge,535826278.1257086,Bitcoin;Ethereum
avalaunch,Avalaunch,XAVA,Dexs,0.0,Avalanche
avalon-cedefi,Avalon CeDeFi,-,Anchor BTC,124703644.8563565,Ethereum
avalon-finance,Avalon Finance,-,Lending,4183697.8389965394,Binance;IoTeX;Merlin;Bitlayer;Klaytn;Arbitrum;CORE;Base;Taiko;BOB;Sonic;Plume Mainnet;Goat;Ethereum;ZetaChain;Corn;BSquared;Mode;Sei;Scroll;DuckChain
avalon-usda,Avalon USDa,-,CDP,497128956.9943386,Binance;Ethereum;Klaytn;Berachain;Sonic;Mantle
avalon-usdalend,Avalon USDaLend,-,Lending,688270.0293451179,Taiko;IoTeX;Sei;Sonic;Corn;Zircuit
avalps,Avalps,BLANC,Reserve Currency,4177.8808922766775,Avalanche
avant-avbtc,Avant avBTC,-,Onchain Capital Allocator,13570932.571498426,Avalanche
avant-avusd,Avant avUSD,-,Basis Trading,102520693.86354612,Avalanche
avantis,Avantis,AVNT,Derivatives,104424690.64036016,Base
avatr,Avatr,AVART,Yield,800.3845587933965,Ethereum
avault,Avault,-,Yield Aggregator,4404.4887196747695,Astar
avaviking,AvaViking,VIKING,Yield,46.7290634405854,Avalanche
avaware,Avaware,AVE,Yield,207.73037602899456,Avalanche
avely-staking,Avely Staking,-,Liquid Staking,76040.0663216947,Zilliqa
avely-swap,Avely Swap,-,Dexs,844.5737657768357,Zilliqa
avnu,AVNU,-,DEX Aggregator,0.0,
avolend,AvoLend,AVO,Lending,9.65854788920274,Blast
awaken-swap,Awaken Swap,-,Dexs,5635823.951193151,aelf
axedao,AxeDAO,AXE,Reserve Currency,0.0,Ethereum
axelar,Axelar,AXL,Bridge,171863361.57793692,Ethereum;Binance;Ripple;Optimism;Arbitrum;Polygon;Fantom;Regen;Kujira;Osmosis;Cosmos;Base;Linea;Avalanche;Persistence;Celestia;Stride;Chihuahua;Secret;Stargaze;Umee;Agoric;Sei;Terra2;Neutron;Juno;Mantle;Carbon;Evmos;Blast;Migaloo;Archway;Dymension;Injective;XPLA;Aurora;Immutable zkEVM;Fraxtal;Moonbeam;Kava;Scroll;Celo;XRPL EVM;Filecoin
axelar-cross-chain,Axelar Cross Chain,AXL,Bridge,31340803.351348817,Binance;Arbitrum;Ethereum
axia-protocol,Axia Protocol,AXIAv3,Indexes,0.0,Polygon;Ethereum
axial,Axial,AXIAL,Dexs,2148292.1981091085,Avalanche
axie-infinity,Axie Infinity,AXS,Gaming,,
axiom,Axiom,-,Trading App,,
axiom-perps,Axiom Perps,-,Interface,,
axion,Axion,AXN,Yield,515742.88742240815,Polygon
axion-finance-v2,Axion Finance V2,-,Dexs,0.002012498038863,Taiko
axion-finance-v3,Axion Finance V3,-,Dexs,8.932292113840338,Taiko
axl-inu,Axl Inu,AXL,Launchpad,0.0,Binance;Ethereum
ayin,AYIN,AYIN,Dexs,86191.32205530563,Alephium
azex,AZEX,AZT,Derivatives,0.0112228168156837,Berachain;Unichain
azuro,Azuro,-,Prediction Market,1001120.4057664626,Polygon;Base;Chiliz;xDai
b.protocol,B.Protocol,BPRO,Liquidations,1868569.24328351,Ethereum;Arbitrum;Polygon;Fantom
b.protocol-curator,B.Protocol Curator,-,Risk Curators,62099378.17628916,Base;Ethereum
b14g,b14g,-,Restaking,293027591.9129335,Bitcoin;CORE;Babylon Genesis
b2-buzz,B2 Buzz,-,Canonical Bridge,453312324.7501819,Bitcoin;Ethereum;Polygon;Binance
b2b,B2B,B2B,Algo-Stables,17967.80165162613,Binance
babelfish,BabelFish,$FISH,Bridge,990651.1915666942,RSK
babena,Babena,BABE,CDP,0.0,Kadena
babyboom,BabyBoom,-,Launchpad,0.0292008725497666,BounceBit
babydoge-algebra,BabyDoge Algebra,BabyDoge,Dexs,36.53428234255547,Binance
babydogeswap,BabyDogeSwap,BabyDoge,Dexs,2392200.519948643,Binance
babylon-finance,Babylon Finance,BABL,Indexes,149083.23367951636,Ethereum
babylon-protocol,Babylon Protocol,BABY,Restaking,5483410669.753413,Bitcoin
babypig-finance,BabyPig Finance,BABYPIG,Yield,5.3724320328983035,Fantom
babyswap,BabySwap,BABY,Dexs,1652771.654694016,Binance
back-finance,Back Finance,BACK,Yield,0.0,Heco
backbone-labs,BackBone Labs,-,Liquid Staking,275993.0264484311,Terra2;Injective;Osmosis;Chihuahua;Juno;Kujira;Archway;Migaloo
backed,Backed,-,NFT Lending,0.0,Ethereum
backedfi,BackedFi,-,RWA,12363453.912645131,xDai;Arbitrum;Ethereum;Base;Avalanche;Polygon;Fantom;Binance
backpack,Backpack,-,CEX,310990130.88269377,Solana;Bitcoin;Ethereum;Arbitrum;Aptos;Base;Optimism;Polygon;Tron;Binance;Plasma;Avalanche;Doge;Ripple;Hyperliquid L1;Litecoin
bacondao,BaconDAO,BACON,Yield,0.0,Ethereum;Binance
bad-idea-ai,Bad Idea AI,BAD,Services,0.0,
badger-dao,Badger DAO,BADGER,Yield Aggregator,26447968.40408018,Ethereum;Arbitrum;Polygon;Binance;Fantom
bagel-finance-v1,Bagel Finance V1,-,Dexs,0.3218474187642186,TON
bagel-finance-v2,Bagel Finance V2,-,Indexes,61.22893247258936,TON
bagels-finance,Bagels Finance,BAGEL,Yield,10096.99178598521,Binance
bagelswap,Bagelswap,-,Dexs,447.51323081855435,Base
bagful,Bagful,-,Yield Aggregator,0.0,Linea
bags,Bags,-,Launchpad,,
baguette,Baguette,BAG,Dexs,34248.442885016346,Avalanche
bake.io,Bake.io,-,CEX,646159.0097546447,Ethereum;Polygon;Bitcoin;Litecoin
bakedpotatoes,BakedPotatoes,-,Yield,1.6607416526289405,Dogechain
baker-guild,Baker Guild,BREAD,Yield,3099.3643590069933,Fantom
bakerdao,BakerDAO,BREAD,Reserve Currency,54046.603205860905,Berachain
bakerfi,BakerFi,-,Liquid Staking,118088.70117363648,Base;Ethereum;Arbitrum
bakeryswap,BakerySwap,BAKE,Dexs,4748164.727692466,Binance
baki,Baki,-,CDP,5971.0391609608605,Avalanche
baklava-space,Baklava Space,BAVA,Yield,6421.289135182358,Avalanche;Base;Binance;FunctionX
baksdao,BaksDAO,BAKS,Lending,182.66676573806697,Binance
balanced-dollar,Balanced Dollar,BALN,CDP,2089837.948864104,Icon
balanced-exchange,Balanced Exchange,BALN,Dexs,9596342.887209697,Icon;Avalanche;Binance;Arbitrum;Solana;Stellar;Sui;Injective;Base;Archway;Optimism
balancer-cow-amm,Balancer CoW AMM,BAL,Dexs,2157889.8484091973,Ethereum;xDai;Arbitrum;Base
balancer-v1,Balancer V1,BAL,Dexs,10149456.647078007,Ethereum
balancer-v2,Balancer V2,BAL,Dexs,148340635.08721232,Ethereum;Polygon;Arbitrum;xDai;Base;Avalanche;Fraxtal;Polygon zkEVM;Mode
balancer-v3,Balancer V3,BAL,Dexs,95959000.75077204,Ethereum;Base;Arbitrum;Plasma;xDai;Optimism;Hyperliquid L1;Avalanche
ball-exchange,Ball Exchange,BALL,Dexs,109.00830879880354,Shibarium
balloonswap,BalloonSwap,Balloon,Dexs,1.763026498214373e-15,Op_Bnb
balmy,Balmy,-,DCA Tools,269722.5640272147,Ethereum;Optimism;Arbitrum;Polygon;Base;Binance;RSK;Avalanche;xDai;Moonbeam
balus,Balus,-,SoFi,224.77617560777176,TON
bamboodefi,BambooDeFi,BAMBOO,Dexs,54480.2263640018,Ethereum;Binance;Velas;Polygon
bamm,BAMM,-,Lending,2492621.129680268,Fraxtal
banana-gun,Banana Gun,BANANA,Telegram Bot,0.0,
bananafarm,BananaFarm,BANA,Yield,0.0,Boba
banano,Banano,BAN,Yield,0.0,Polygon;Binance
bancor-v2.1,Bancor V2.1,BNT,Dexs,12863557.666134745,Ethereum
bancor-v3,Bancor V3,BNT,Dexs,28639130.81443885,Ethereum
bank-ai,Bank AI,BANK,Services,0.0,Ethereum
bank-of-chain,Bank of Chain,-,Yield Aggregator,18251.431107515193,Ethereum
bank-of-cronos-loans,Bank of Cronos Loans,BOC,Lending,464.95394911927167,Cronos
bank-of-cronos-ohm,Bank of Cronos OHM,BOC,Reserve Currency,0.0,Cronos
bankless,Bankless,BANK,Services,0.0,
banksy-farm,Banksy Farm,BANKSY,Yield,9427.049774218269,Avalanche
banx,Banx,BANX,NFT Lending,42646.3891182406,Solana
bao-ballast,BAO Ballast,-,CDP,14442.42326615498,Ethereum
bao-baskets,BAO Baskets,-,Leveraged Farming,1285.1586348594417,Ethereum
bao-markets,BAO Markets,-,Lending,6544.593130059662,Ethereum
bao-masterchef-v1,Bao Masterchef V1,BAO,Farm,1998208.0912272213,Ethereum;xDai
bao-swap,BAO Swap,-,Dexs,55017.32043075181,xDai
baptswap-v1,BaptSwap V1,-,Dexs,322.7636318676405,Aptos
baptswap-v2,BaptSwap V2,-,Dexs,51.06365470196481,Aptos
baptswap-v2.1,BaptSwap V2.1,-,Dexs,10135.451359806915,Aptos
barnbridge,BarnBridge,BOND,Yield Aggregator,91268.826660372,Optimism;Ethereum;Arbitrum
barnswap,BarnSwap,-,Dexs,0.0,MUUCHAIN
baryon-network,Baryon Network,-,Dexs,83497.29697144582,Binance;Bitkub;Ancient8;TomoChain
bas3d,BAS3D,BAS3D,Yield Aggregator,797.0160386986424,Base
base-bridge,Base Bridge,-,Canonical Bridge,3406946670.387518,Ethereum
base-protocol,Base Protocol,BASE,Indexes,0.0,Ethereum
base3d,Base3D,B3D,Dexs,3.0064750333183743,Base
basecamp,Basecamp,-,Launchpad,,
based-ai,based AI,BASEDAI,Farm,0.0,Ethereum
based-farm,Based Farm,BASED,Algo-Stables,1855.1906306831283,Base
based-next-generation,Based Next Generation,-,Yield,0.0,Fantom
based-v1,Based V1,BASED,Algo-Stables,286.8531844057562,Fantom
basedapp,BasedApp,-,Interface,,
basedmarkets,basedmarkets,BASED,Derivatives,0.0,
basefinance,BaseFinance,-,Dexs,376.73368874550914,Base
baseline-protocol,Baseline Protocol,YES,Liquidity manager,1690423.399746005,Blast
basemax,Basemax,BSM,Derivatives,0.0,Base
basepaint,BasePaint,-,Services,0.0,
baseswap-v2,BaseSwap V2,BSWAP,Dexs,1195706.189323708,Base
basetasm-finance,Basetasm Finance,-,Algo-Stables,0.0,Base
basetrade,Basetrade,BTD,Derivatives,0.0,Base
basex,BaseX,BSWAP,Dexs,115753.91723200154,Base
basex-finance,BaseX Finance,-,Dexs,2235.6634477591547,Base
baseyield,BaseYield,BAY,Yield Aggregator,126.28285928579452,Base
basic,Basic,-,Lending,183413.5772400628,IoTeX
basic-attention,Basic Attention,BAT,Services,0.0,
basilisk,Basilisk,BLSK,Lending,164643.3606178723,zkSync Era
basin-dao,Basin DAO,BASIN,CDP,356.58182551844004,Base
basin-exchange,Basin Exchange,-,Dexs,9616287.547218047,Arbitrum;Ethereum
basis-cash,Basis Cash,BAC,Algo-Stables,268029.4010843615,Ethereum
basis-markets,Basis Markets,BASIS,Dexs,0.0,Solana
basisos,BasisOS,BIOS,Basis Trading,64578.5862478386,Arbitrum
basketdao,BasketDAO,BASK,Indexes,158718.68626963987,Ethereum
baso-finance,Baso Finance,BASO,Dexs,9727.96343480508,Base
bass-exchange,Bass Exchange,BASS,Dexs,245251.5165319137,Base
bastilledelabouje,BastilleDeLaBouje,BASTILLE,Yield,36.811082816731194,Fantom
bastion,Bastion,BSTN,Lending,683152.5146664791,Aurora
baton,Baton,-,Yield,0.0,Ethereum
baymax,BayMax,BAYMAX,Derivatives,3.5909173768554,Avalanche
bayswap,BaySwap,BSWT,Dexs,14141.8937920906,Sui
bbbfi,BBBFI,-,Launchpad,1784567.3202012626,XDC
bbqswap,BBQSwap,BBQ,Dexs,2929.1674665482674,Ham
bchpad,BCHPad,BPAD,Launchpad,0.0,smartBCH
bcraft,BCraft,-,Gaming,240.7970269739648,Base
beam,Beam,BEAM,Chain,,
beam-dex,Beam Dex,-,Dexs,1123.9484021095952,ZetaChain
beam-swap,Beam Swap,-,Dexs,1428432.675312569,Beam
beamer-bridge,Beamer Bridge,-,Bridge,0.0,Arbitrum;Optimism
beamex-amm,Beamex AMM,GLINT,Dexs,,
beamex-perps,Beamex Perps,GLINT,Derivatives,5083.963359652296,Moonbeam
beamswap-classic,BeamSwap Classic,GLINT,Dexs,56333.12633604671,Moonbeam
beamswap-stable-amm,BeamSwap Stable AMM,GLINT,Dexs,262.12720193800357,Moonbeam
beamswap-v3,BeamSwap V3,GLINT,Dexs,2544.80584219248,Moonbeam
beanstalk,Beanstalk,BEAN,Algo-Stables,0.0,Ethereum;Arbitrum
bear-finance,Bear Finance,BEAR,Yield,0.0,Fantom
bear-vs-bull,Bear Vs Bull,-,Prediction Market,,
bearn,Bearn,-,Yield Aggregator,83241.9743174934,Berachain
bearnfi,BearnFi,BFI,Yield,607260.0720061266,Binance
bebop,Bebop,-,DEX Aggregator,,
becoswap,BecoSwap,BECO,Dexs,2008.5563151189333,Kardia
bedrock-unibtc,Bedrock uniBTC,-,Anchor BTC,442034192.4908726,Bitcoin;Ethereum;Mode;BOB;Binance;Mantle;BSquared;Berachain;Base;Arbitrum;Merlin;Bitlayer;ZetaChain;Optimism;Hemi;RSK;TAC;Taiko
bedrock-unieth,Bedrock uniETH,-,Liquid Restaking,35015615.30673814,Ethereum
bedrock-uniiotx,Bedrock uniIOTX,-,Liquid Staking,3314079.410536974,IoTeX
beebase,BeeBase,BEE,Ponzi,0.0,Base
beefstake,BeefStake,-,Yield,10059.582075721108,Vite
beefy,Beefy,BIFI,Yield Aggregator,211690634.5526877,Ethereum;Arbitrum;Base;Avalanche;Fraxtal;Binance;Optimism;Polygon;Fantom;Cronos;Plasma;Linea;Sonic;Metis;Monad;xDai;Berachain;Lisk;RSK;Canto;Moonbeam;Mantle;zkSync Era;Fuse;Moonriver;Aurora;Celo;Kava;Mode;Oasis;Scroll;Harmony;Sei;Hyperliquid L1;Heco;re.al;Manta;Polygon zkEVM;Saga
beekava,Beekava,-,Yield,0.2560678250707414,Kava
beetroot-finance,Beetroot Finance,ROOT,Yield Aggregator,1473.526210917681,TON
beets-dex,Beets DEX,BEETS,Dexs,2474510.5304851867,Optimism;Sonic;Fantom
beets-dex-v3,Beets DEX V3,BEETS,Dexs,3021137.061312087,Sonic
beets-lst,Beets LST,BEETS,Liquid Staking,12927040.90179489,Sonic;Fantom
beezie,Beezie,-,Physical TCG,,
beglobal-finance,BeGlobal Finance,GLB,Dexs,21458.522890161923,Binance
behodler,Behodler,EYE,Dexs,2508.4687285904192,Ethereum
belief-market,Belief Market,-,Prediction Market,54.36737768862382,Binance;Base
bella-protocol,Bella Protocol,BEL,Yield,106730.5052946115,Mantle;Ethereum;zkSync Era;Manta
bellum-exchange,Bellum Exchange,-,Launchpad,,
belt-finance,Belt Finance,BELT,Yield,15509125.29524792,Binance;Klaytn;Heco
beluga,Beluga,BELUGA,Yield,0.0,Polygon;Fantom
beluga-dex,Beluga Dex,BELA,Dexs,0.0,Arbitrum
beluga-protocol,Beluga Protocol,Beluga,Dexs,302.38681465544,Solana
bemo-v1,bemo V1,-,Liquid Staking,4558600.103786636,TON
bemo-v2,bemo V2,-,Liquid Staking,765080.0211552887,TON
bencufi,BencuFi,-,Lending,2962.5077185277987,Metis
benddao-ape-staking,BendDAO APE Staking,BEND,Yield,1427198.02392144,ApeChain;Ethereum
benddao-lending,BendDAO Lending,BEND,NFT Lending,147562.47444710194,Ethereum
benqi-lending,Benqi Lending,QI,Lending,221750462.4258854,Avalanche
benqi-staked-avax,Benqi Staked Avax,QI,Liquid Staking,335521779.82574403,Avalanche
benswap,BenSwap,EBEN,Dexs,399663.43865044496,smartBCH;Binance
bent-finance,Bent Finance,BENT,Yield,29236.788370146784,Ethereum
bepro-network,Bepro Network,BEPRO,Services,0.0,Ethereum;Moonriver;Moonbeam
bepswap,Bepswap,RUNE,Dexs,0.0,Binance
beraborrow,Beraborrow,POLLEN,CDP,43198854.93245814,Berachain
beracaine,Beracaine,BCAINE,Dexs,836.3154844549803,Berachain
beracana,Beracana,-,Leveraged Farming,15541.47540885882,Berachain
berachain,Berachain,BERA,Chain Bribes,,
berachain-incentive-buys,Berachain Incentive Buys,BERA,Chain,,
beradrome,Beradrome,BERO,Yield,1308372.394187777,Berachain
beralis-v2,Beralis V2,BLIS,Dexs,0.0251760665421244,Berachain
beralis-v3,Beralis V3,BLIS,Dexs,0.5558341001650016,Berachain
berancia,Berancia,-,Yield Aggregator,866.3073739312656,Berachain
berapaw,BeraPaw,-,Liquid Staking,719825.3574118383,Berachain
beratlas-finance,Beratlas Finance,BATLAS,Reserve Currency,69.28510941690902,Berachain
beratrax,BeraTrax,-,Yield Aggregator,8278.169419099375,Berachain
beta-finance-v1,Beta Finance V1,BETA,Lending,627275.924650446,Ethereum;Avalanche
beta-finance-v2,Beta Finance V2,BETA,Lending,108351.2522060364,Ethereum;Binance;Arbitrum
betfolio,BetFolio,-,Prediction Market,105.97469407921194,Polygon
bethash,BetHash,HASH,Luck Games,17326.859968269,EOS
betmode,BetMode,-,Luck Games,945.0204454289872,Optimism;Mode;Base
