protocol_name_raw,symbol,category,chains,tvl_max,audit_firms,audit_score_max,audit_score_mean,last_audit_date,audit_sources,audit_firm_count,has_audit,audit_score,any_top_firm
Aperture LM,APTR,Liquidity manager,['Multi-Chain'],15458.417932629696,[],,,,['api'],0,0,,0
ApertureSwap,APTR,Dexs,['Manta'],95313.41146381546,[],,,,['api'],0,0,,0
Apex DeFi,APEX,Dexs,['Multi-Chain'],103255.5046475971,[],,,,['api'],0,0,,0
Apex Omni,-,Derivatives,['Multi-Chain'],27950336.07947145,[],,,,['api'],0,0,,0
ApexSwap,APEX,Dexs,['Avalanche'],69.73821669376733,[],,,,['api'],0,0,,0
Api3,API3,Oracle,['Ethereum'],0.0,[],,,,['api'],0,0,,0
Apollo Diversified Credit Securitize Fund,-,RWA,['Multi-Chain'],111929561.52649473,[],,,,['api'],0,0,,0
ApolloDAO,APOLLO,Yield,['Multi-Chain'],22046.541607867905,[],,,,['api'],0,0,,0
Apollon,APO,Synthetics,['Sei'],37852.57769853241,[],,,,['api'],0,0,,0
Apostro,-,Risk Curators,['Multi-Chain'],11623760.284616504,[],,,,['api'],0,0,,0
ApplePie,Pie,Farm,['Binance'],3.0462332084974135,[],,,,['api'],0,0,,0
Apricot Finance,APT,Lending,['Solana'],1264954.52990132,[],,,,['api'],0,0,,0
Aptin Finance V1,-,Lending,['Aptos'],50476.927952722894,[],,,,['api'],0,0,,0
Aptin Finance V2,-,Lending,['Aptos'],14711175.756964045,[],,,,['api'],0,0,,0
Aptos,APT,Canonical Bridge,['nan'],0.0,[],,,,['api'],0,0,,0
AptosLaunch,ALT,Launchpad,['Aptos'],12406.53814221187,[],,,,['api'],0,0,,0
Aptoswap,-,Dexs,['Aptos'],45267.14324598829,[],,,,['api'],0,0,,0
Aqua,-,Telegram Bot,['nan'],,[],,,,['api'],0,0,,0
Aqua Patina,-,Liquid Restaking,['Ethereum'],30923.399644654743,[],,,,['api'],0,0,,0
Aqua Protocol,-,CDP,['TON'],112.27182739250186,[],,,,['api'],0,0,,0
AquaBera,-,Liquidity manager,['Berachain'],812960.9068933015,[],,,,['api'],0,0,,0
AquaLoan,AQUA,Lending,['Binance'],6360.339454819911,[],,,,['api'],0,0,,0
Aquadex,-,Dexs,['Waterfall'],4.167360079628997,[],,,,['api'],0,0,,0
Aquarius,AQU,CDP,['Fantom'],3975.878334212834,[],,,,['api'],0,0,,0
Aquarius Loan,ARS,Lending,['Multi-Chain'],67147.63657349179,[],,,,['api'],0,0,,0
Aquarius Stellar,AQUA,Dexs,['Stellar'],30264148.541335,[],,,,['api'],0,0,,0
Aquas Trade,-,Dexs,['Europa'],56.83984249297048,[],,,,['api'],0,0,,0
Ara Finance,ARA,Reserve Currency,['Avalanche'],1501.8064055590362,[],,,,['api'],0,0,,0
Arable Protocol,ACRE,Synthetics,['Avalanche'],0.0,[],,,,['api'],0,0,,0
Aragon,ANT,Services,['nan'],0.0,[],,,,['api'],0,0,,0
Arbera,-,Yield,['Berachain'],518258.62584540265,[],,,,['api'],0,0,,0
Arbi's Finance,ARBIS,Yield,['Arbitrum'],187743.2669676702,[],,,,['api'],0,0,,0
ArbiCheems,CHEEMS,Yield,['Arbitrum'],0.6046101205232682,[],,,,['api'],0,0,,0
ArbiNYAN,NYAN,Farm,['Arbitrum'],133657.7114983845,[],,,,['api'],0,0,,0
ArbiRise Finance,ARF,Yield,['Arbitrum'],9825.60765500062,[],,,,['api'],0,0,,0
ArbiSwap,ARBI,Dexs,['Arbitrum'],12966.87223251627,[],,,,['api'],0,0,,0
ArbiTen,ARBITEN,Algo-Stables,['Arbitrum'],8.531698807640621,[],,,,['api'],0,0,,0
Arbitrove,TROVE,Indexes,['Arbitrum'],1059285.299899595,[],,,,['api'],0,0,,0
Arbitrum,ARB,Canonical Bridge,['nan'],0.0,[],,,,['api'],0,0,,0
Arbitrum Bridge,ARB,Canonical Bridge,['Ethereum'],6068293881.147329,[],,,,['api'],0,0,,0
Arbitrum DAO,-,Chain,['nan'],0.0,[],,,,['api'],0,0,,0
Arbitrum Exchange V2,ARX,Dexs,['Arbitrum'],28072.50248696295,[],,,,['api'],0,0,,0
Arbitrum Exchange V3,ARX,Dexs,['Arbitrum'],1053.4950860081983,[],,,,['api'],0,0,,0
Arbitrum Nova Bridge,ARB,Canonical Bridge,['Ethereum'],40161136.26075057,[],,,,['api'],0,0,,0
Arbitrum Timeboost,-,MEV,['nan'],,[],,,,['api'],0,0,,0
Arbius,AIUS,AI Agents,['Arbitrum'],0.0,[],,,,['api'],0,0,,0
Arbor Finance,-,Lending,['Ethereum'],24.00712,[],,,,['api'],0,0,,0
Arbswap AMM,ARBS,Dexs,['Multi-Chain'],1427660.726269152,[],,,,['api'],0,0,,0
Arbswap StableSwap,ARBS,Dexs,['Multi-Chain'],7323.278136847959,[],,,,['api'],0,0,,0
Arc Swap,ARC,Services,['Ethereum'],0.0,[],,,,['api'],0,0,,0
Arca Labs ArCoin,RCOIN,RWA,['Ethereum'],438658.113903271,[],,,,['api'],0,0,,0
Arcade.xyz,ARCD,NFT Lending,['Ethereum'],2549573.787843591,[],,,,['api'],0,0,,0
Arcadia V1,AAA,Leveraged Farming,['Multi-Chain'],38451.75224708504,[],,,,['api'],0,0,,0
Arcadia V2,AAA,Liquidity manager,['Base'],12274615.9776093,[],,,,['api'],0,0,,0
Arcane Dex,ARC,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0
Arcanum,-,Derivatives,['Arbitrum'],1629.6402996899872,[],,,,['api'],0,0,,0
Arch,-,Indexes,['Multi-Chain'],3971990.954902005,[],,,,['api'],0,0,,0
Arch Swap,-,Dexs,['Botanix'],276816.83321312245,[],,,,['api'],0,0,,0
Arche Protocol,-,CDP,['Movement'],50580.09573404058,[],,,,['api'],0,0,,0
ArcherSwap,BOW,Dexs,['CORE'],318557.1699662508,[],,,,['api'],0,0,,0
Archi Finance,ARCHI,Leveraged Farming,['Arbitrum'],245.27994360631405,[],,,,['api'],0,0,,0
Archimedes Finance,ARCH,Leveraged Farming,['Ethereum'],809.5086131618043,[],,,,['api'],0,0,,0
Archly V1,ARC,Dexs,['Multi-Chain'],5979.2259563107655,[],,,,['api'],0,0,,0
Archly V2,ARC,Dexs,['Multi-Chain'],4330.397266526659,[],,,,['api'],0,0,,0
Archon Bridge,-,Bridge,['Multi-Chain'],15587.002608526484,[],,,,['api'],0,0,,0
Arctic,ARC,Dexs,['Aurora'],1700.1631556909597,[],,,,['api'],0,0,,0
Arena DEX,ARENA,Dexs,['Avalanche'],8279063.984695267,[],,,,['api'],0,0,,0
Arena Launch,ARENA,Launchpad,['Avalanche'],134481.3496377173,[],,,,['api'],0,0,,0
Arena SocialFi,ARENA,SoFi,['Avalanche'],923214.4993215802,[],,,,['api'],0,0,,0
Arena of Faith,ACP,Farm,['Metis'],444.55897546346506,[],,,,['api'],0,0,,0
ArenaSwap,ARENA,Dexs,['Binance'],2503.9884965347105,[],,,,['api'],0,0,,0
Argano,AGO,Synthetics,['Polygon'],5106.2168713976,[],,,,['api'],0,0,,0
Argo,-,CDP,['Aptos'],73554.4143142443,[],,,,['api'],0,0,,0
Argo Finance,ARGO,Liquid Staking,['Cronos'],839314.3699568143,[],,,,['api'],0,0,,0
Aria Protocol,-,RWA,['Story'],9734344.02986427,[],,,,['api'],0,0,,0
Aries Markets,-,Lending,['Aptos'],77699466.1233229,[],,,,['api'],0,0,,0
Arkadiko,DIKO,CDP,['Stacks'],3682571.0674111103,[],,,,['api'],0,0,,0
Arkham,ARKM,Services,['nan'],0.0,[],,,,['api'],0,0,,0
Arkham Exchange,ARKM,CEX,['Multi-Chain'],34069183.91041023,[],,,,['api'],0,0,,0
Arkis,-,Leveraged Farming,['Multi-Chain'],19747389.93320121,[],,,,['api'],0,0,,0
Armada,-,Liquidity manager,['Solana'],685540.6533490296,[],,,,['api'],0,0,,0
Armada Staking,-,Farm,['Solana'],0.0,[],,,,['api'],0,0,,0
Armor,ARMOR,Insurance,['Ethereum'],0.0,[],,,,['api'],0,0,,0
Arrakis Modular,-,Liquidity manager,['Multi-Chain'],73699248.81666976,[],,,,['api'],0,0,,0
Arrakis V1,-,Liquidity manager,['Multi-Chain'],69358886.05969308,[],,,,['api'],0,0,,0
Arrakis V2,-,Liquidity manager,['Multi-Chain'],6101575.038669843,[],,,,['api'],0,0,,0
Array,Array,Farm,['Arbitrum'],0.0,[],,,,['api'],0,0,,0
Arrland,RUM,Gaming,['Polygon'],0.0,[],,,,['api'],0,0,,0
Arrow,-,Yield,['Solana'],68836.91779047418,[],,,,['api'],0,0,,0
Arrow Markets,ARROW,Options,['Avalanche'],0.0,[],,,,['api'],0,0,,0
ArtCPAClub,CPA-97530,NFT Marketplace,['Elrond'],4144.079196540068,[],,,,['api'],0,0,,0
ArtdeFinance,ADF,Yield,['Polygon'],0.0,[],,,,['api'],0,0,,0
Artemis Finance,-,Liquid Staking,['Multi-Chain'],5067970.790676049,[],,,,['api'],0,0,,0
Artemis Protocol,MIS,Yield,['Harmony'],810.1919754643095,[],,,,['api'],0,0,,0
ArtexSwap,-,Dexs,['Artela'],0.0,[],,,,['api'],0,0,,0
ArthSwap V2,ARSW,Dexs,['Astar'],1071301.7632138298,[],,,,['api'],0,0,,0
ArthSwap V3,ARSW,Dexs,['Multi-Chain'],220517.76049504883,[],,,,['api'],0,0,,0
Artura Finance,-,Derivatives,['Botanix'],0.0,[],,,,['api'],0,0,,0
Ascent Exchange V1,-,Dexs,['Horizen EON'],561.5277694467023,[],,,,['api'],0,0,,0
Ascent Exchange V3,-,Dexs,['Horizen EON'],4018.045206842414,[],,,,['api'],0,0,,0
Ascent Yield,-,Yield,['Arbitrum'],1549625.093439,[],,,,['api'],0,0,,0
Asgard Dao,ASGARD,Reserve Currency,['Binance'],734.3408422969662,[],,,,['api'],0,0,,0
Asgard Finance,ASG,Yield,['Ethereum'],0.0,[],,,,['api'],0,0,,0
AshPerp,-,Derivatives,['Elrond'],225702.53899234883,[],,,,['api'],0,0,,0
Ashswap,ASH,Dexs,['Elrond'],2779821.894109742,[],,,,['api'],0,0,,0
Aso Finance,ASO,Lending,['Blast'],159993.53088241836,[],,,,['api'],0,0,,0
Aspida,-,Liquid Restaking,['Ethereum'],3715073.444187195,[],,,,['api'],0,0,,0
Asset Chain Swap,-,Dexs,['Asset Chain'],223078.9403220669,[],,,,['api'],0,0,,0
Asseto AoABT,-,RWA,['HashKey Chain'],1828752.160812739,[],,,,['api'],0,0,,0
Astake,-,Liquid Staking,['Astar'],4285704.913009486,[],,,,['api'],0,0,,0
Astar Exchange V2,ASX,Dexs,['Astar'],8761.340341769954,[],,,,['api'],0,0,,0
Astar Exchange V3,-,Dexs,['Astar'],173.05019192354172,[],,,,['api'],0,0,,0
Astar dApps Staking,ASTR,Chain,['Astar'],49222437.72606897,[],,,,['api'],0,0,,0
AstarFarm,-,Gaming,['Astar'],0.0,[],,,,['api'],0,0,,0
Astaria V1,-,NFT Lending,['Ethereum'],5082.872185576632,[],,,,['api'],0,0,,0
Astaria V2,-,Lending,['Multi-Chain'],79894.4278368057,[],,,,['api'],0,0,,0
Astarnova,NOVA,Dexs,['Astar'],23.034789000000004,[],,,,['api'],0,0,,0
Astarter AMM,AA,Dexs,['Cardano'],119158.4004132074,[],,,,['api'],0,0,,0
Astarter Launch ISPO,AA,Staking Pool,['Cardano'],1021583.4118355326,[],,,,['api'],0,0,,0
Aster Bridge,-,Bridge,['Multi-Chain'],1492102232.529397,[],,,,['api'],0,0,,0
Aster Perps,ASTER,Derivatives,['nan'],,[],,,,['api'],0,0,,0
Aster Spot,ASTER,Dexs,['nan'],,[],,,,['api'],0,0,,0
Aster USDF,ASTER,Basis Trading,['Binance'],366811779.4847073,[],,,,['api'],0,0,,0
Aster asBNB,ASTER,Yield,['Binance'],360024197.73185813,[],,,,['api'],0,0,,0
Aster asBTC,ASTER,CeDeFi,['Binance'],1260764.468964048,[],,,,['api'],0,0,,0
Asteria Finance,-,Dexs,['Scroll'],277.63627208593437,[],,,,['api'],0,0,,0
Asteroneo,-,Dexs,['Neo X Mainnet'],2614.2173296024566,[],,,,['api'],0,0,,0
Astra,AST,Dexs,['AirDAO'],39305.65606583106,[],,,,['api'],0,0,,0
Astra DAO,ASTRADAO,Indexes,['Multi-Chain'],212.69099120358769,[],,,,['api'],0,0,,0
Astral Farm,ASTRAL,Farm,['Fantom'],592.5744838612579,[],,,,['api'],0,0,,0
Astral Financial,ASTRAL,Yield,['Fantom'],0.0,[],,,,['api'],0,0,,0
AstridDAO,ATID,CDP,['Astar'],863033.3728824029,[],,,,['api'],0,0,,0
AstroFi,AFI,Dexs,['Ethereum'],17.55564997606675,[],,,,['api'],0,0,,0
AstroSwap,ASTRO,Dexs,['Velas'],119466.63193908337,[],,,,['api'],0,0,,0
AstroSwap AMM,-,Dexs,['Starknet'],91412.54187029092,[],,,,['api'],0,0,,0
Astrol,-,Lending,['Eclipse'],1265212.5461882446,[],,,,['api'],0,0,,0
Astrolescent,ASTRL,Dexs,['Radix'],1177.5912078654055,[],,,,['api'],0,0,,0
Astroport,ASTRO,Dexs,['Multi-Chain'],19802424.61277875,[],,,,['api'],0,0,,0
Astroport Classic,ASTROC,Dexs,['Terra'],0.0,[],,,,['api'],0,0,,0
Astros,NAVX,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0
Astrovault,AXV,Dexs,['Multi-Chain'],573955.7600931216,[],,,,['api'],0,0,,0
Astrowar Finance,AWAR,Services,['Harmony'],6.202439308310163,[],,,,['api'],0,0,,0
Asymetrix Protocol,ASX,Yield,['Ethereum'],19182.13607153113,[],,,,['api'],0,0,,0
Asymmetry Finance,ASF,Indexes,['Ethereum'],5797694.536772945,[],,,,['api'],0,0,,0
Asymmetry USDaf,ASF,CDP,['Ethereum'],19426518.508759446,[],,,,['api'],0,0,,0
Athena Finance,ATH,Yield,['Metis'],3004.031541731754,[],,,,['api'],0,0,,0
Athena Money,OWL,Algo-Stables,['Moonriver'],0.0,[],,,,['api'],0,0,,0
Athos Finance,ATH,Derivatives,['Moonbeam'],0.0,[],,,,['api'],0,0,,0
Atlantis,AQUA,Dexs,['Sonic'],336772.12770481064,[],,,,['api'],0,0,,0
Atlantis Loans,ATL,Lending,['Multi-Chain'],2902.3083267515694,[],,,,['api'],0,0,,0
Atlas Aggregator,ATA,Yield Aggregator,['Arbitrum'],0.0,[],,,,['api'],0,0,,0
Atlas Exchange,-,Dexs,['Hemi'],393.7200110903197,[],,,,['api'],0,0,,0
Atlas USV,USV,Reserve Currency,['Polygon'],0.0,[],,,,['api'],0,0,,0
Atlendis V1,-,Uncollateralized Lending,['Polygon'],19076.10934026288,[],,,,['api'],0,0,,0
Atlendis V2,nan,RWA Lending,['Multi-Chain'],1013.081737169708,[],,,,['api'],0,0,,0
AtmosSoft,ATMSSFT,Gaming,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
AtoDEX,ADX,Dexs,['Aptos'],88.30632682726,[],,,,['api'],0,0,,0
Atoll,ATOLL,Yield,['Sonic'],0.0,[],,,,['api'],0,0,,0
Atomic Green,-,Derivatives,['Arbitrum'],31621.99181094121,[],,,,['api'],0,0,,0
AtomicHub,-,Dexs,['Multi-Chain'],149027.9147404908,[],,,,['api'],0,0,,0
Atrium,-,Farm,['Cardano'],425972.4208334509,[],,,,['api'],0,0,,0
Atrix,-,Dexs,['Solana'],1484221.293596916,[],,,,['api'],0,0,,0
Atrofarm,Atrofa,Farm,['Pulse'],19041.29237115049,[],,,,['api'],0,0,,0
Auctus,AUC,Options,['Ethereum'],38829.67159371962,[],,,,['api'],0,0,,0
Augmented Finance,AGF,Lending,['Multi-Chain'],326.65169644014406,[],,,,['api'],0,0,,0
Augur,REP,Prediction Market,['Ethereum'],3271759.6927691125,[],,,,['api'],0,0,,0
Augury Finance,OMEN,Yield,['Polygon'],382280.739558483,[],,,,['api'],0,0,,0
Aura,AURA,Yield,['Multi-Chain'],409847162.0823379,[],,,,['api'],0,0,,0
AuraSwap,AURA,Dexs,['Polygon'],1144.4634689847258,[],,,,['api'],0,0,,0
Auragi Finance,AGI,Dexs,['Arbitrum'],9874.214899206514,[],,,,['api'],0,0,,0
Aurelius,-,CDP,['Mantle'],64457.80772675502,[],,,,['api'],0,0,,0
Aurigami,PLY,Lending,['Aurora'],725253.013616478,[],,,,['api'],0,0,,0
Auro Finance,AURO,CDP,['Aptos'],1651847.3967711185,[],,,,['api'],0,0,,0
Aurora Plus,AURORA,Farm,['Aurora'],5022881.268139248,[],,,,['api'],0,0,,0
AuroraSwap,BRL,Dexs,['Aurora'],115038.03027109712,[],,,,['api'],0,0,,0
Aurum,AUR,Lending,['Sonic'],0.0002032000911987,[],,,,['api'],0,0,,0
Aurus,AX,RWA,['Ethereum'],0.0,[],,,,['api'],0,0,,0
Auto Core,ACORE,Yield Aggregator,['CORE'],1177.7530201765262,[],,,,['api'],0,0,,0
AutoBark,-,Yield Aggregator,['Dogechain'],315.30979417532,[],,,,['api'],0,0,,0
AutoShark,JAWS,Dexs,['Binance'],209250.029319704,[],,,,['api'],0,0,,0
Autoearn Finance,ATE,Yield Aggregator,['Multi-Chain'],67891.63576776547,[],,,,['api'],0,0,,0
Autofarm,AUTO,Yield Aggregator,['Multi-Chain'],9116917.04358335,[],,,,['api'],0,0,,0
Autopilot,-,Yield Aggregator,['Base'],10390164.908665594,[],,,,['api'],0,0,,0
Autotronic,-,Dexs,['Base'],1367.613223747244,[],,,,['api'],0,0,,0
AvaViking,VIKING,Yield,['Avalanche'],66.85706323657719,[],,,,['api'],0,0,,0
Avalanche,AVAX,Canonical Bridge,['nan'],0.0,[],,,,['api'],0,0,,0
Avalanche Core Bridge,AVAX,Canonical Bridge,['Multi-Chain'],845440378.3464944,[],,,,['api'],0,0,,0
Avalaunch,XAVA,Dexs,['Avalanche'],0.0,[],,,,['api'],0,0,,0
Avalon CeDeFi,-,Anchor BTC,['Ethereum'],154400475.96,[],,,,['api'],0,0,,0
Avalon Finance,-,Lending,['Multi-Chain'],8779889.524742682,[],,,,['api'],0,0,,0
Avalon USDa,-,CDP,['Multi-Chain'],615562718.8368386,[],,,,['api'],0,0,,0
Avalon USDaLend,-,Lending,['Multi-Chain'],1235889.5464015915,[],,,,['api'],0,0,,0
Avalps,BLANC,Reserve Currency,['Avalanche'],4200.356803728006,[],,,,['api'],0,0,,0
Avant avBTC,-,Onchain Capital Allocator,['Avalanche'],25299151.338847455,[],,,,['api'],0,0,,0
Avant avUSD,-,Basis Trading,['Avalanche'],131403675.19000629,[],,,,['api'],0,0,,0
Avantis,AVNT,Derivatives,['Base'],47582999.08186983,[],,,,['api'],0,0,,0
Avatr,AVART,Yield,['Ethereum'],800.3845587933965,[],,,,['api'],0,0,,0
Avault,-,Yield Aggregator,['Astar'],6622.510590795127,[],,,,['api'],0,0,,0
Avaware,AVE,Yield,['Avalanche'],460.4619356890638,[],,,,['api'],0,0,,0
Avely Staking,-,Liquid Staking,['Zilliqa'],182983.7036693637,[],,,,['api'],0,0,,0
Avely Swap,-,Dexs,['Zilliqa'],1678.432586363073,[],,,,['api'],0,0,,0
AvoLend,AVO,Lending,['Blast'],9.65854788920274,[],,,,['api'],0,0,,0
Awaken Swap,-,Dexs,['aelf'],7891965.501265,[],,,,['api'],0,0,,0
AxeDAO,AXE,Reserve Currency,['Ethereum'],0.0,[],,,,['api'],0,0,,0
Axelar,AXL,Bridge,['Multi-Chain'],305266222.0354497,[],,,,['api'],0,0,,0
Axelar Cross Chain,AXL,Bridge,['Multi-Chain'],679511924.8622417,[],,,,['api'],0,0,,0
Axia Protocol,AXIAv3,Indexes,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Axial,AXIAL,Dexs,['Avalanche'],2145133.8517642706,[],,,,['api'],0,0,,0
Axie Infinity,AXS,Gaming,['nan'],,[],,,,['api'],0,0,,0
Axiom,-,Trading App,['nan'],,[],,,,['api'],0,0,,0
Axiom Perps,-,Interface,['nan'],,[],,,,['api'],0,0,,0
Axion,AXN,Yield,['Polygon'],651494.26594857,[],,,,['api'],0,0,,0
Axion Finance V2,-,Dexs,['Taiko'],0.0020121530593793,[],,,,['api'],0,0,,0
Axion Finance V3,-,Dexs,['Taiko'],10.783640282481793,[],,,,['api'],0,0,,0
Axl Inu,AXL,Launchpad,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Aztec,-,Privacy,['Ethereum'],10177484.208477575,[],,,,['api'],0,0,,0
Azuro,-,Prediction Market,['Multi-Chain'],1501411.613269757,[],,,,['api'],0,0,,0
B.Protocol,BPRO,Liquidations,['Multi-Chain'],2726839.421766639,[],,,,['api'],0,0,,0
B.Protocol Curator,-,Risk Curators,['Multi-Chain'],169766170.678604,[],,,,['api'],0,0,,0
B2 Buzz,-,Canonical Bridge,['Multi-Chain'],504097534.1888643,[],,,,['api'],0,0,,0
B2B,B2B,Algo-Stables,['Binance'],22670.589908628343,[],,,,['api'],0,0,,0
BAMM,-,Lending,['Fraxtal'],3729025.623875231,[],,,,['api'],0,0,,0
BAO Ballast,-,CDP,['Ethereum'],10.828745003333063,[],,,,['api'],0,0,,0
BAO Baskets,-,Leveraged Farming,['Ethereum'],19425.203903665933,[],,,,['api'],0,0,,0
BAO Markets,-,Lending,['Ethereum'],8729.952282756814,[],,,,['api'],0,0,,0
BAO Swap,-,Dexs,['xDai'],90172.70794277338,[],,,,['api'],0,0,,0
BAS3D,BAS3D,Yield Aggregator,['Base'],920.51936649394,[],,,,['api'],0,0,,0
BBBFI,-,Launchpad,['XDC'],2011638.779555851,[],,,,['api'],0,0,,0
BBQSwap,BBQ,Dexs,['Ham'],2929.1674665482674,[],,,,['api'],0,0,,0
BCHPad,BPAD,Launchpad,['smartBCH'],0.0,[],,,,['api'],0,0,,0
BCraft,-,Gaming,['Base'],320.20378465,[],,,,['api'],0,0,,0
BEVM,-,Chain,['Bitcoin'],39.9157682,[],,,,['api'],0,0,,0
BEX,-,Dexs,['Berachain'],31309174.86464499,[],,,,['api'],0,0,,0
BFX (Blast Futures),-,Derivatives,['Blast'],0.0,[],,,,['api'],0,0,,0
BFXfi,BFX,Derivatives,['Binance'],166.07786808774804,[],,,,['api'],0,0,,0
BFly Finance,-,Lending,['Starcoin'],140609.38315319776,[],,,,['api'],0,0,,0
BIM,BIM,Yield Aggregator,['Multi-Chain'],576234.7935608686,[],,,,['api'],0,0,,0
BIMA CDP,-,CDP,['Multi-Chain'],6449514.607448964,[],,,,['api'],0,0,,0
BITPIF,BPF,Dexs,['Ethereum'],0.0,[],,,,['api'],0,0,,0
BLEX,-,Derivatives,['Arbitrum'],17707.07526,[],,,,['api'],0,0,,0
BMX Classic AMM,BMX,Dexs,['nan'],,[],,,,['api'],0,0,,0
BMX Classic Perps,BMX,Derivatives,['Multi-Chain'],1836684.4099086532,[],,,,['api'],0,0,,0
BMX Freestyle,-,Derivatives,['Multi-Chain'],150847.3376202915,[],,,,['api'],0,0,,0
BNBMiner Finance,-,Ponzi,['Binance'],11720.290352420128,[],,,,['api'],0,0,,0
BNPL Pay,BNPL,Lending,['Ethereum'],23194.251631828847,[],,,,['api'],0,0,,0
BOB Bridge,-,Bridge,['Ethereum'],16707684.453392748,[],,,,['api'],0,0,,0
BOB CDP,-,CDP,['Polygon'],405.90011001930674,[],,,,['api'],0,0,,0
BOB Fusion,-,Farm,['Ethereum'],793429.1779100604,[],,,,['api'],0,0,,0
BOB Gateway,-,Dexs,['BOB'],603342.5959399602,[],,,,['api'],0,0,,0
BONKbot,-,Telegram Bot,['nan'],,[],,,,['api'],0,0,,0
BOOKUSD,-,CDP,['Binance'],176238.91889947574,[],,,,['api'],0,0,,0
BOOM,BOOM,Farm,['Polygon'],0.0,[],,,,['api'],0,0,,0
BSCStation,BSCS,Dexs,['Binance'],3734.193669037534,[],,,,['api'],0,0,,0
BSCSwap,BSWAP,Dexs,['Binance'],7644554.797757003,[],,,,['api'],0,0,,0
BSX Exchange,-,Derivatives,['Base'],2275110.634092856,[],,,,['api'],0,0,,0
BSwap Dex,-,Dexs,['BEVM'],40749.31176669982,[],,,,['api'],0,0,,0
BT.Finance,BT,Yield Aggregator,['Ethereum'],0.0,[],,,,['api'],0,0,,0
BTCFi CDP,-,CDP,['Multi-Chain'],25278619.10770772,[],,,,['api'],0,0,,0
BTCFi Farm,-,Farm,['Bifrost Network'],43.0535565582586,[],,,,['api'],0,0,,0
BTCST,BTCST,Yield,['Binance'],1625616.061921897,[],,,,['api'],0,0,,0
BTSE,-,CEX,['Bitcoin'],2261466.4971045996,[],,,,['api'],0,0,,0
BWSWAP,-,Dexs,['Base'],932.5467386133236,[],,,,['api'],0,0,,0
BXH,BXH,Dexs,['Multi-Chain'],56033.4437744047,[],,,,['api'],0,0,,0
BabelFish,$FISH,Bridge,['RSK'],1165638.0797169283,[],,,,['api'],0,0,,0
Babena,BABE,CDP,['Kadena'],0.0,[],,,,['api'],0,0,,0
BabyBoom,-,Launchpad,['BounceBit'],3016.911764332403,[],,,,['api'],0,0,,0
BabyDoge Algebra,BabyDoge,Dexs,['Binance'],19.179222842206816,[],,,,['api'],0,0,,0
BabyDogeSwap,BabyDoge,Dexs,['Binance'],2666403.573414918,[],,,,['api'],0,0,,0
BabyPig Finance,BABYPIG,Yield,['Fantom'],16.520349215869977,[],,,,['api'],0,0,,0
BabySwap,BABY,Dexs,['Binance'],1965682.1447888757,[],,,,['api'],0,0,,0
Babylon Finance,BABL,Indexes,['Ethereum'],182367.41482739168,[],,,,['api'],0,0,,0
Babylon Protocol,BABY,Restaking,['Bitcoin'],6607198747.648712,[],,,,['api'],0,0,,0
Back Finance,BACK,Yield,['Heco'],0.0,[],,,,['api'],0,0,,0
BackBone Labs,-,Liquid Staking,['Multi-Chain'],456016.9092344561,[],,,,['api'],0,0,,0
Backed,-,NFT Lending,['Ethereum'],0.0,[],,,,['api'],0,0,,0
BackedFi,-,RWA,['Multi-Chain'],20145769.877868008,[],,,,['api'],0,0,,0
Backpack,-,CEX,['Multi-Chain'],169620769.8663778,[],,,,['api'],0,0,,0
BaconDAO,BACON,Yield,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Bad Idea AI,BAD,Services,['nan'],0.0,[],,,,['api'],0,0,,0
Badger DAO,BADGER,Yield Aggregator,['Multi-Chain'],35251532.30931497,[],,,,['api'],0,0,,0
Bagel Finance V1,-,Dexs,['TON'],0.4462841560584247,[],,,,['api'],0,0,,0
Bagel Finance V2,-,Indexes,['TON'],105.92766689865375,[],,,,['api'],0,0,,0
Bagels Finance,BAGEL,Yield,['Binance'],23626.23470136092,[],,,,['api'],0,0,,0
Bagelswap,-,Dexs,['Base'],555.5029418774575,[],,,,['api'],0,0,,0
Bagful,-,Yield Aggregator,['Linea'],0.0,[],,,,['api'],0,0,,0
Bags,-,Launchpad,['nan'],,[],,,,['api'],0,0,,0
Baguette,BAG,Dexs,['Avalanche'],75910.39926728181,[],,,,['api'],0,0,,0
Bake.io,-,CEX,['Multi-Chain'],482269.0075388445,[],,,,['api'],0,0,,0
BakedPotatoes,-,Yield,['Dogechain'],2.7523847861899995,[],,,,['api'],0,0,,0
Baker Guild,BREAD,Yield,['Fantom'],6954.2293707827275,[],,,,['api'],0,0,,0
BakerDAO,BREAD,Reserve Currency,['Berachain'],254427.6330040155,[],,,,['api'],0,0,,0
BakerFi,-,Liquid Staking,['Multi-Chain'],365532.7399228183,[],,,,['api'],0,0,,0
BakerySwap,BAKE,Dexs,['Binance'],6150484.045846852,[],,,,['api'],0,0,,0
Baki,-,CDP,['Avalanche'],5970.70312082559,[],,,,['api'],0,0,,0
Baklava Space,BAVA,Yield,['Multi-Chain'],347446.1255784723,[],,,,['api'],0,0,,0
