case_name,exploit_date,classification,technique,loss_usd,chain,bridgeHack,targetType,returnedFunds,defillamaId,language,source_url,parentProtocolId,exploit_dt,exploit_date_iso,case_id,protocol_id
Platypus Finance,10/13/23,Protocol Logic,Reentrancy,2200000.0,Avalanche,False,DeFi Protocol,,,Solidity,https://rekt.news/platypus-rekt2/,,2023-10-13,2023-10-13,platypus-finance__2023-10-13__bf2a3ddf,name#platypus-finance
Maestro,10/23/23,Protocol Logic,Arbitrary External Call,465000.0,Ethereum,False,DeFi Protocol,465000.0,,,https://x.com/MaestroBots/status/1717113987479785558,,2023-10-23,2023-10-23,maestro__2023-10-23__8a3df0de,name#maestro
US Permissionless Dollar,12/4/25,Protocol Logic,"""CPIMP"" proxy front-run",1000000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://x.com/USPD_io/status/1996711283446464598,,2025-12-04,2025-12-04,us-permissionless-dollar__2025-12-04__bf47ee09,name#us-permissionless-dollar
Indodax,9/10/24,Infrastructure,Access Control Exploit,25200000.0,"Ethereum,Polygon,Optimism",False,CEX,,,,https://news.bitcoin.com/indonesian-crypto-exchange-hit-by-20-5m-hack-lazarus-group-suspected/,,2024-09-10,2024-09-10,indodax__2024-09-10__7145a9ea,name#indodax
Akropolis,11/12/20,Ecosystem,Flashloan Reentrancy Attack,2000000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://rekt.news/akropolis-rekt/,,2020-11-12,2020-11-12,akropolis__2020-11-12__18ffcaff,name#akropolis
Origin Protocol,11/17/20,Ecosystem,Flashloan Reentrancy Attack,8000000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://rekt.news/hack-epidemic/,,2020-11-17,2020-11-17,origin-protocol__2020-11-17__2db7f518,name#origin-protocol
DFX V2,11/10/22,Protocol Logic,Reentrancy,4000000.0,Ethereum,False,DeFi Protocol,,366.0,Solidity,https://twitter.com/peckshield/status/1590831589004816384?s=20&t=0ylCEXp_O5DBIbFTAHA9vA,parent#dfx-finance,2022-11-10,2022-11-10,dfx-v2__2022-11-10__a17d3a0f,parent#dfx-finance
MERLIN DEX,4/25/23,Rugpull,Drained Contracts,1820000.0,zkSync Era,False,DeFi Protocol,,2849.0,,https://twitter.com/TheMerlinDEX/status/1651281814395187200?t=p0udX-ZR1mQfkhNS9KCfEQ&s=19,,2023-04-25,2023-04-25,merlin-dex__2023-04-25__b8a166a0,defillama#2849
Transit Swap,10/2/22,Protocol Logic,Transfer Logic Exploit,21000000.0,"Ethereum,BSC",False,DeFi Protocol,,,Solidity,https://rekt.news/transit-swap-rekt/,,2022-10-02,2022-10-02,transit-swap__2022-10-02__0dfd4344,name#transit-swap
WXETA,9/16/24,Protocol Logic,Access Control Exploit,110000.0,"Ethereum,BSC",False,DeFi Protocol,,,Solidity,https://x.com/TenArmorAlert/status/1835494807495659645,,2024-09-16,2024-09-16,wxeta__2024-09-16__5925747f,name#wxeta
Palmswap,7/24/23,Protocol Logic,Inflationary Accounting Manipulation,900000.0,BSC,False,DeFi Protocol,,3279.0,Solidity,https://twitter.com/peckshield/status/1683609019334950912,,2023-07-24,2023-07-24,palmswap__2023-07-24__e33ff081,defillama#3279
HTX,9/25/23,Infrastructure,Private Key Compromised (Unknown Method),8000000.0,Ethereum,False,CEX,,,,https://twitter.com/justinsuntron/status/1706311251024822748?t=saJprSiK51MMd2GUBTnDsQ&s=19,,2023-09-25,2023-09-25,htx__2023-09-25__4a7b1529,name#htx
Radiant V2,1/2/24,Protocol Logic,Flashloan New Market Exploit,4500000.0,Arbitrum,False,DeFi Protocol,,2706.0,Solidity,https://twitter.com/peckshield/status/1742334242120466580,parent#radiant,2024-01-02,2024-01-02,radiant-v2__2024-01-02__7c5e34b4,parent#radiant
Tectonic,11/18/24,Protocol Logic,Price Oracle Attack,,Cronos,False,DeFi Protocol,,1115.0,,https://x.com/5outh53a/status/1858374778299748383,,2024-11-18,2024-11-18,tectonic__2024-11-18__ff4a185d,defillama#1115
Arcadia V1,7/10/23,Ecosystem,Flashloan Reentrancy Attack,460000.0,"Ethereum,Optimism",False,DeFi Protocol,,3210.0,,https://arcadiafinance.medium.com/post-mortem-72e9d24a79b0,parent#arcadia-finance,2023-07-10,2023-07-10,arcadia-v1__2023-07-10__79f0d163,parent#arcadia-finance
ALEX,6/6/25,Protocol Logic,malicious transfer() method,8373000.0,Stacks,False,DeFi Protocol,,1466.0,Clarity,https://x.com/ALEXLabBTC/status/1931014419133169734,,2025-06-06,2025-06-06,alex__2025-06-06__8911a48a,defillama#1466
GMX V1 Perps,7/9/25,Protocol Logic,Re-entrancy Exploit,42000000.0,Arbitrum,False,DeFi Protocol,40000000.0,337.0,Solidity,https://x.com/peckshield/status/1942947860645134450,parent#gmx,2025-07-09,2025-07-09,gmx-v1-perps__2025-07-09__d9d38bb6,parent#gmx
Ratio Finance,12/3/22,Infrastructure,Private Key Compromised (Unknown Method),,Solana,False,DeFi Protocol,,1841.0,Rust,https://twitter.com/RatioFinance/status/1621481456777428992,,2022-12-03,2022-12-03,ratio-finance__2022-12-03__75f264c4,defillama#1841
GemPad,12/17/24,Protocol Logic,Reentrancy,2000000.0,"Ethereum,Base,BSC",False,DeFi Protocol,,,,https://x.com/CyversAlerts/status/1869000606955782305,,2024-12-17,2024-12-17,gempad__2024-12-17__9a27b736,name#gempad
Compounder Finance,12/2/20,Rugpull,Drained Contracts,12000000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://rekt.news/deathbed-confessions-c3pr/,,2020-12-02,2020-12-02,compounder-finance__2020-12-02__67f82edf,name#compounder-finance
Yearn Finance,4/13/23,Ecosystem,Flashloan Misconfiguration Exploit,11539000.0,Ethereum,False,DeFi Protocol,,113.0,Solidity,https://twitter.com/osec_io/status/1646411672175939585?s=20,parent#yearn,2023-04-13,2023-04-13,yearn-finance__2023-04-13__484d58ca,parent#yearn
LCX,1/8/22,Infrastructure,Private Key Compromised (Unknown Method),7940000.0,Ethereum,False,DeFi Protocol,,,,https://www.lcx.com/hot-wallet-incident-report/,,2022-01-08,2022-01-08,lcx__2022-01-08__8c17fe54,name#lcx
Silo Finance,6/25/25,Protocol Logic,fillQuote silo.borrow() Exploit,546000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://x.com/CertiKAlert/status/1937882770216452174,,2025-06-25,2025-06-25,silo-finance__2025-06-25__d5db6faf,name#silo-finance
Curve DEX,8/9/22,Infrastructure,DNS Spoofing,575000.0,Ethereum,False,DeFi Protocol,575000.0,3.0,,https://rekt.news/curve-finance-rekt/,parent#curve-finance,2022-08-09,2022-08-09,curve-dex__2022-08-09__672f3fdf,parent#curve-finance
Conic Finance,7/22/23,Ecosystem,Flashloan Price Oracle Attack,300000.0,Ethereum,False,DeFi Protocol,,2616.0,Solidity,https://medium.com/@ConicFinance/post-mortem-eth-and-crvusd-omnipool-exploits-c9c7fa213a3d,,2023-07-22,2023-07-22,conic-finance__2023-07-22__e33f19c5,defillama#2616
CREAM Lending,10/27/21,Ecosystem,Flashloan Price Oracle Attack,130000000.0,Ethereum,False,DeFi Protocol,,121.0,Solidity,https://rekt.news/cream-rekt-2/,parent#cream-finance,2021-10-27,2021-10-27,cream-lending__2021-10-27__d0a103b2,parent#cream-finance
AnubisDAO,10/29/21,Rugpull,Drained Contracts,60000000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://decrypt.co/84924/anubisdao-investors-lose-60-million-in-alleged-rug-pull,,2021-10-29,2021-10-29,anubisdao__2021-10-29__4f5c8b9a,name#anubisdao
Arcadia V2,7/15/25,Protocol Logic,Rebalancer contract reentrancy hack,2500000.0,Base,False,DeFi Protocol,,4455.0,Solidity,https://x.com/ArcadiaFi/status/1944984622183370867,parent#arcadia-finance,2025-07-15,2025-07-15,arcadia-v2__2025-07-15__bef2e898,parent#arcadia-finance
Sovryn,10/4/22,Protocol Logic,Flashloan Reentrancy Attack,1100000.0,RSK,False,DeFi Protocol,,,Solidity,https://www.halborn.com/blog/post/explained-the-sovryn-hack-october-2022,,2022-10-04,2022-10-04,sovryn__2022-10-04__a8f782e1,name#sovryn
Wintermute,9/20/22,Infrastructure,Private Key Compromised (Brute Force),160000000.0,Ethereum,False,Other,,,,https://slowmist.medium.com/the-real-cause-of-the-wintermute-exploit-10da7e404b3b,,2022-09-20,2022-09-20,wintermute__2022-09-20__099cab6d,name#wintermute
Zircon Gamma,3/18/23,Ecosystem,Flashloan Pool Shares Exploit,350000.0,"BSC,Moonriver",False,DeFi Protocol,,2143.0,,https://twitter.com/Zircon_Finance/status/1637093661321183233,,2023-03-18,2023-03-18,zircon-gamma__2023-03-18__011193c3,defillama#2143
Keep3r Network,6/12/23,Infrastructure,Private Key Compromised (Vanity Address),200000.0,Ethereum,False,DeFi Protocol,,636.0,Solidity,https://twitter.com/MetaSleuth/status/1668179353749041159,,2023-06-12,2023-06-12,keep3r-network__2023-06-12__3a0f7bf6,defillama#636
Resupply,6/25/25,Protocol Logic,Price Oracle Manipulation,9600000.0,Ethereum,False,DeFi Protocol,,5963.0,Solidity,https://x.com/peckshield/status/1938061948647817647,,2025-06-25,2025-06-25,resupply__2025-06-25__3a11aaca,defillama#5963
Ooki,2/18/20,Protocol Logic,Flashloan Price Oracle Attack,650000.0,Ethereum,False,DeFi Protocol,,197.0,,https://twitter.com/bneiluj/status/1228757175595438080?s=20&t=rHc453VaZzUqbci29H6YDA,,2020-02-18,2020-02-18,ooki__2020-02-18__9872c2ad,defillama#197
Concentric,1/22/24,Infrastructure,Private Key Compromised (Social Engineering),1720000.0,Arbitrum,False,DeFi Protocol,,,Solidity,https://twitter.com/ConcentricFi/status/1749418658818830622,,2024-01-22,2024-01-22,concentric__2024-01-22__fa0da136,name#concentric
ArbiSwap,3/2/23,Rugpull,Infinite Mint and Dump,100000.0,Arbitrum,False,DeFi Protocol,,2587.0,,https://twitter.com/CoinDesk/status/1631251260484509698,,2023-03-02,2023-03-02,arbiswap__2023-03-02__7e8101b1,defillama#2587
Yield Protocol,4/30/24,Protocol Logic,Balance Disparity Exploit,181000.0,Arbitrum,False,DeFi Protocol,,876.0,Solidity,https://twitter.com/peckshield/status/1785121607192817692,,2024-04-30,2024-04-30,yield-protocol__2024-04-30__2ada62d2,defillama#876
Audius,7/25/22,Protocol Logic,Malicious Governance Proposal,6000000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://rekt.news/audius-rekt/,,2022-07-25,2022-07-25,audius__2022-07-25__903a187e,name#audius
LaunchZone,2/27/23,Protocol Logic,Access Control Exploit,700000.0,BSC,False,DeFi Protocol,,,Solidity,https://twitter.com/immunefi/status/1630210901360951296?s=20,,2023-02-27,2023-02-27,launchzone__2023-02-27__ba98ef58,name#launchzone
Ara Finance,6/19/23,Protocol Logic,Access Control Exploit,131000.0,BSC,False,DeFi Protocol,,1099.0,,https://twitter.com/Phalcon_xyz/status/1670700964272295936,,2023-06-19,2023-06-19,ara-finance__2023-06-19__b73cb640,defillama#1099
Trust Wallet,12/25/25,Infrastructure,Private Key Compromised (Supply Chain Attack),7000000.0,"Ethereum,Bitcoin,Solana",False,Wallet,,5577.0,,https://x.com/zachxbt/status/2004298839625195720,,2025-12-25,2025-12-25,trust-wallet__2025-12-25__451bfbdb,defillama#5577
TempleDAO,10/11/22,Protocol Logic,Exploit Lack of Input Authentication,2300000.0,Ethereum,False,DeFi Protocol,,875.0,Solidity,https://twitter.com/FrankResearcher/status/1579840347647414272?s=20&t=Ld2QjyQea4YYyVt3BKyJsA,parent#temple-dao,2022-10-11,2022-10-11,templedao__2022-10-11__045e0648,parent#temple-dao
